userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z,cameraRig x,cameraRig y,cameraRig z,cameraRig.euler.x,cameraRig.euler.y,cameraRig.euler.z,cameraRig.InspectorRotation.x,cameraRig.InspectorRotation.y,cameraRig.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.95288,Far,-28.661,44.641,-5.3419,1.989485,0.4375667,-34.5517,44.16939,-15.73173,-34.53424,43.75499,-15.8377,-34.62174,43.73474,-15.95969,331.1109,104.7073,357.6941,-28.889,104.707,-2.306,345.7349,225.3521,358.857,-14.265,-134.648,-1.143,346.8359,44.8158,4.834912,-13.164,44.816,4.835,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.95255,Far,-28.661,44.641,-5.3419,2.129972,0.4388129,-34.55239,44.16951,-15.73097,-34.53358,43.75508,-15.83749,-34.62136,43.73468,-15.95961,331.0465,104.5274,357.8189,-28.953,104.527,-2.181,345.7265,225.3482,358.8629,-14.274,-134.652,-1.137,346.8487,44.82304,4.815859,-13.151,44.823,4.816,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.93967,Far,-28.661,44.641,-5.3419,2.2968,0.4548205,-34.55334,44.17424,-15.71582,-34.53367,43.75525,-15.83747,-34.62205,43.73458,-15.96021,330.1837,103.8955,359.3268,-29.816,103.895,-0.673,345.7325,225.3548,358.8571,-14.268,-134.645,-1.143,346.8373,44.82569,4.821229,-13.163,44.826,4.821,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91397,Far,-28.661,44.641,-5.3419,2.43237,0.482531,-34.54956,44.17618,-15.68847,-34.53355,43.75489,-15.8373,-34.62211,43.73421,-15.96008,330.1826,100.5713,3.19283,-29.817,100.571,3.193,345.7261,225.3505,358.8515,-14.274,-134.649,-1.149,346.8607,44.80895,4.831584,-13.139,44.809,4.832,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87793,Far,-28.661,44.641,-5.3419,2.593997,0.5202438,-34.54134,44.17746,-15.65169,-34.534,43.75481,-15.83798,-34.62222,43.7343,-15.96049,330.3809,98.09245,6.489337,-29.619,98.092,6.489,345.7491,225.3451,358.8599,-14.251,-134.655,-1.14,346.8511,44.81662,4.821047,-13.149,44.817,4.821,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84697,Far,-28.661,44.641,-5.3419,2.759791,0.5523003,-34.53275,44.17656,-15.62089,-34.53409,43.75496,-15.83795,-34.62207,43.73454,-15.96021,330.9312,96.8235,9.570024,-29.069,96.82401,9.570001,345.7469,225.3449,358.8593,-14.253,-134.655,-1.141,346.8617,44.80899,4.825748,-13.138,44.809,4.826,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82881,Far,-28.661,44.641,-5.3419,2.903852,0.5709833,-34.5267,44.17465,-15.60333,-34.53435,43.75496,-15.8377,-34.62189,43.73462,-15.95978,331.6119,95.66753,11.05987,-28.388,95.66801,11.06,345.7459,225.3458,358.8443,-14.254,-134.654,-1.156,346.8673,44.7921,4.840194,-13.133,44.792,4.84,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82062,Far,-28.661,44.641,-5.3419,3.052627,0.5795345,-34.52393,44.17315,-15.5954,-34.53416,43.75478,-15.83759,-34.62179,43.73438,-15.95969,331.8779,95.09203,11.70769,-28.122,95.092,11.708,345.7392,225.3397,358.8541,-14.261,-134.66,-1.146,346.8727,44.7969,4.833447,-13.127,44.797,4.833,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82282,Far,-28.661,44.641,-5.3419,3.211244,0.5825671,-34.52425,44.17282,-15.59773,-34.53461,43.75458,-15.83816,-34.62215,43.73438,-15.96016,331.9338,95.4325,11.39381,-28.066,95.43201,11.394,345.7576,225.3449,358.8617,-14.242,-134.655,-1.138,346.8582,44.7945,4.836097,-13.142,44.794,4.836,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.8293,Far,-28.661,44.641,-5.3419,3.392792,0.5893597,-34.52594,44.17323,-15.60426,-34.53499,43.75456,-15.83855,-34.62231,43.73444,-15.96036,331.8505,95.83892,10.83077,-28.15,95.839,10.831,345.758,225.3482,358.8479,-14.242,-134.652,-1.152,346.8506,44.79446,4.834473,-13.149,44.794,4.834,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84321,Far,-28.661,44.641,-5.3419,3.566029,0.6037799,-34.53078,44.17509,-15.61761,-34.53489,43.75451,-15.83835,-34.62217,43.73425,-15.96022,331.6611,96.98593,9.401145,-28.339,96.98601,9.401,345.7531,225.3494,358.8529,-14.247,-134.651,-1.147,346.8546,44.78738,4.833867,-13.145,44.787,4.834,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86677,Far,-28.661,44.641,-5.3419,3.707777,0.6282748,-34.54234,44.18079,-15.63842,-34.53495,43.75446,-15.83842,-34.62227,43.73434,-15.96033,330.666,98.5313,7.503675,-29.334,98.53101,7.504,345.7499,225.346,358.8481,-14.25,-134.654,-1.152,346.8511,44.78591,4.840561,-13.149,44.786,4.841,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.90129,Far,-28.661,44.641,-5.3419,3.843347,0.663262,-34.55802,44.18456,-15.66942,-34.53488,43.75469,-15.83851,-34.62208,43.73463,-15.96029,329.6278,100.2342,4.818961,-30.372,100.234,4.819,345.7491,225.3428,358.8474,-14.251,-134.657,-1.153,346.8465,44.79235,4.834896,-13.153,44.792,4.835,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.9439,Far,-28.661,44.641,-5.3419,3.978729,0.7061436,-34.57549,44.18512,-15.70857,-34.53476,43.75459,-15.83801,-34.62233,43.73432,-15.96008,329.1033,103.4573,1.774957,-30.897,103.457,1.775,345.7431,225.3529,358.842,-14.257,-134.647,-1.158,346.8575,44.77711,4.837912,-13.142,44.777,4.838,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.99094,Far,-28.661,44.641,-5.3419,4.146333,0.7536713,-34.59333,44.18219,-15.75245,-34.53473,43.75453,-15.83844,-34.62244,43.73412,-15.96066,329.0753,106.3664,359.2335,-30.925,106.366,-0.767,345.7394,225.3558,358.8564,-14.261,-134.644,-1.144,346.8556,44.79155,4.827049,-13.144,44.792,4.827,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.01787,Far,-28.661,44.641,-5.3419,4.280328,0.7809699,-34.60315,44.17931,-15.77774,-34.53498,43.75457,-15.83863,-34.6226,43.73434,-15.9607,329.4313,108.5677,356.9738,-30.569,108.568,-3.026,345.7414,225.3512,358.8502,-14.259,-134.649,-1.15,346.8521,44.78605,4.843469,-13.148,44.786,4.843,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.03508,Far,-28.661,44.641,-5.3419,4.412193,0.798226,-34.61197,44.17888,-15.79252,-34.5349,43.75427,-15.83839,-34.62271,43.73393,-15.96063,329.3885,111.1816,355.7831,-30.612,111.182,-4.217,345.7388,225.3485,358.8458,-14.261,-134.651,-1.154,346.8598,44.77607,4.838851,-13.14,44.776,4.839,-35.16,43.14921,-14.39738,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.97221,Far,-28.661,44.641,-5.3419,4.569731,0.8858132,-34.61817,44.17848,-15.71648,-34.53485,43.75438,-15.75564,-34.62259,43.73398,-15.87787,329.2052,112.5858,354.5758,-30.795,112.586,-5.424,345.7487,225.3538,358.8425,-14.251,-134.646,-1.157,346.8607,44.77861,4.842937,-13.139,44.779,4.843,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.969,Far,-28.661,44.641,-5.3419,4.725254,0.8899048,-34.61761,44.17903,-15.71312,-34.53481,43.75456,-15.75586,-34.62283,43.73402,-15.8783,329.1704,112.5776,354.7846,-30.83,112.578,-5.215,345.7502,225.3503,358.8568,-14.25,-134.65,-1.143,346.8443,44.78516,4.833107,-13.156,44.785,4.833,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.96053,Far,-28.661,44.641,-5.3419,4.868084,0.8984519,-34.61411,44.17901,-15.70536,-34.53469,43.7547,-15.75571,-34.62289,43.73407,-15.87834,329.1575,111.8387,355.1325,-30.842,111.839,-4.867,345.7469,225.3557,358.8574,-14.253,-134.644,-1.143,346.8491,44.77428,4.841059,-13.151,44.774,4.841,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.94501,Far,-28.661,44.641,-5.3419,5.016531,0.914116,-34.60788,44.18082,-15.69112,-34.53464,43.75446,-15.75576,-34.62288,43.73389,-15.87824,329.0229,111.1503,356.3998,-30.977,111.15,-3.6,345.7449,225.3571,358.8643,-14.255,-134.643,-1.136,346.8575,44.77067,4.842864,-13.143,44.771,4.843,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.91814,Far,-28.661,44.641,-5.3419,5.172786,0.9410622,-34.59582,44.18244,-15.6671,-34.53489,43.75451,-15.75585,-34.62325,43.73395,-15.87846,328.8472,109.0661,358.4308,-31.153,109.066,-1.569,345.7524,225.3514,358.8604,-14.248,-134.649,-1.14,346.8658,44.7637,4.841371,-13.134,44.764,4.841,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.88578,Far,-28.661,44.641,-5.3419,5.334055,0.9737668,-34.5833,44.18515,-15.63706,-34.53464,43.75445,-15.75583,-34.62298,43.73384,-15.87846,328.0535,107.1512,359.7104,-31.947,107.151,-0.29,345.755,225.3551,358.8632,-14.245,-134.645,-1.137,346.8797,44.77058,4.833992,-13.12,44.771,4.834,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85375,Far,-28.661,44.641,-5.3419,5.497744,1.006645,-34.57321,44.18935,-15.60606,-34.53443,43.7546,-15.75562,-34.62294,43.73369,-15.87844,326.5658,104.5877,2.303584,-33.434,104.588,2.304,345.7534,225.3564,358.8572,-14.247,-134.644,-1.143,346.8877,44.7625,4.838369,-13.112,44.762,4.838,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.83041,Far,-28.661,44.641,-5.3419,5.664654,1.030944,-34.56726,44.19157,-15.58265,-34.53462,43.75461,-15.75556,-34.62316,43.73377,-15.87839,325.5304,102.5207,4.475889,-34.47,102.521,4.476,345.7504,225.3576,358.8635,-14.25,-134.642,-1.137,346.8732,44.75058,4.845768,-13.127,44.751,4.846,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.82364,Far,-28.661,44.641,-5.3419,5.830454,1.05089,-34.57698,44.19975,-15.56956,-34.53482,43.75474,-15.75562,-34.62315,43.734,-15.87828,324.3819,101.4587,5.186081,-35.618,101.459,5.186,345.7486,225.3573,358.8646,-14.251,-134.643,-1.135,346.8689,44.75154,4.848171,-13.131,44.752,4.848,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.83253,Far,-28.661,44.641,-5.3419,5.971532,1.077331,-34.60164,44.20829,-15.5659,-34.53425,43.75454,-15.7557,-34.62299,43.73369,-15.8786,321.494,101.8491,5.140666,-38.506,101.849,5.141,345.7369,225.3569,358.8692,-14.263,-134.643,-1.131,346.8782,44.76162,4.841679,-13.122,44.762,4.842,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.84676,Far,-28.661,44.641,-5.3419,6.133866,1.108216,-34.63177,44.21486,-15.5651,-34.53453,43.75455,-15.75541,-34.62373,43.73343,-15.87868,319.05,102.862,4.758791,-40.95,102.862,4.759,345.7418,225.3544,358.8481,-14.258,-134.646,-1.152,346.8754,44.75097,4.851924,-13.125,44.751,4.852,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85976,Far,-28.661,44.641,-5.3419,6.288672,1.125727,-34.64766,44.21522,-15.57091,-34.5346,43.75475,-15.75578,-34.62387,43.73363,-15.87919,318.4606,104.0789,3.928714,-41.539,104.079,3.929,345.7478,225.3612,358.8539,-14.252,-134.639,-1.146,346.8701,44.75464,4.847818,-13.13,44.755,4.848,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86848,Far,-28.661,44.641,-5.3419,6.445514,1.140098,-34.64385,44.21058,-15.58305,-34.53449,43.75461,-15.75562,-34.6237,43.73343,-15.87892,320.024,105.4779,2.406821,-39.976,105.478,2.407,345.74,225.3598,358.8558,-14.26,-134.64,-1.144,346.8893,44.74722,4.84957,-13.111,44.747,4.85,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87293,Far,-28.661,44.641,-5.3419,6.596451,1.160633,-34.62966,44.20387,-15.5962,-34.53456,43.75465,-15.7557,-34.62378,43.7336,-15.87891,322.0902,106.4521,1.06593,-37.91,106.452,1.066,345.7449,225.3567,358.8537,-14.255,-134.643,-1.146,346.8815,44.74086,4.854971,-13.118,44.741,4.855,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87217,Far,-28.661,44.641,-5.3419,6.735155,1.19342,-34.60234,44.19326,-15.6107,-34.53475,43.75454,-15.75575,-34.62366,43.73351,-15.87871,325.3102,107.3214,0.3533572,-34.69,107.321,0.353,345.7472,225.3613,358.859,-14.253,-134.639,-1.141,346.8831,44.74366,4.848743,-13.117,44.744,4.849,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86861,Far,-28.661,44.641,-5.3419,6.87578,1.219468,-34.57906,44.18585,-15.61971,-34.5345,43.75472,-15.75568,-34.62362,43.73362,-15.87889,328.4068,107.7977,0.0254261,-31.593,107.798,0.025,345.7342,225.3559,358.8658,-14.266,-134.644,-1.134,346.8898,44.75153,4.838825,-13.11,44.751,4.839,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86386,Far,-28.661,44.641,-5.3419,7.019727,1.240699,-34.55976,44.17882,-15.62501,-34.53455,43.75469,-15.75567,-34.62355,43.73376,-15.87878,330.2863,107.7682,0.2707654,-29.714,107.768,0.271,345.7462,225.3506,358.8625,-14.254,-134.649,-1.138,346.8797,44.75172,4.844161,-13.12,44.752,4.844,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85716,Far,-28.661,44.641,-5.3419,7.161364,1.258787,-34.54322,44.17187,-15.62644,-34.53435,43.75468,-15.75554,-34.62335,43.73365,-15.87861,332.3797,107.4918,0.4675786,-27.62,107.492,0.468,345.7356,225.3473,358.8647,-14.264,-134.653,-1.135,346.8897,44.75508,4.835617,-13.11,44.755,4.836,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85268,Far,-28.661,44.641,-5.3419,7.339673,1.266267,-34.53625,44.16956,-15.62515,-34.53428,43.75444,-15.75558,-34.62277,43.7338,-15.87839,332.8311,106.8412,0.5940996,-27.169,106.841,0.594,345.7363,225.354,358.872,-14.264,-134.646,-1.128,346.8969,44.75341,4.82516,-13.103,44.753,4.825,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85217,Far,-28.661,44.641,-5.3419,7.49895,1.268477,-34.53623,44.16938,-15.62457,-34.53471,43.7549,-15.75545,-34.62317,43.7342,-15.87835,332.8683,106.8736,0.7693056,-27.132,106.874,0.7690001,345.7294,225.3515,358.858,-14.271,-134.648,-1.142,346.8904,44.74231,4.843643,-13.11,44.742,4.844,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.85449,Far,-28.661,44.641,-5.3419,7.671054,1.273789,-34.54124,44.17082,-15.62444,-34.5345,43.75459,-15.75576,-34.6227,43.73388,-15.87834,332.7607,106.7997,0.5921007,-27.239,106.8,0.592,345.7287,225.3534,358.8789,-14.271,-134.647,-1.121,346.9067,44.74202,4.839367,-13.093,44.742,4.839,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.86015,Far,-28.661,44.641,-5.3419,7.82907,1.291387,-34.55672,44.1787,-15.62246,-34.53436,43.75494,-15.75553,-34.62305,43.73405,-15.8785,331.7033,106.4333,0.6969688,-28.297,106.433,0.697,345.7252,225.3512,358.8763,-14.275,-134.649,-1.124,346.903,44.73827,4.847347,-13.097,44.738,4.847,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87068,Far,-28.661,44.641,-5.3419,7.966187,1.309393,-34.57435,44.18048,-15.62457,-34.53438,43.75498,-15.75525,-34.62316,43.7339,-15.8783,332.0272,106.5083,359.6422,-27.973,106.508,-0.358,345.7202,225.3548,358.876,-14.28,-134.645,-1.124,346.9059,44.73618,4.845356,-13.094,44.736,4.845,-35.16,43.14921,-14.31487,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.87722,Far,-28.661,44.641,-5.3419,8.099637,1.33103,-34.59519,44.17744,-15.61998,-34.53421,43.7552,-15.75559,-34.62337,43.73406,-15.87873,334.5951,110.9187,2.693316,-25.405,110.919,2.693,345.7263,225.3575,358.8884,-14.274,-134.643,-1.112,346.9163,44.71077,4.956046,-13.084,44.711,4.956,-35.16,43.14921,-14.31487,0,0,0,0,0,0
