userName,cohort,trial,PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,headset.euler.x,headset.euler.y,headset.euler.z,headset.InspectorRotation.x,headset.InspectorRotation.y,headset.InspectorRotation.z,leftController.euler.x,leftController.euler.y,leftController.euler.z,leftController.InspectorRotation.x,leftController.InspectorRotation.y,leftController.InspectorRotation.z,rightController.euler.x,rightController.euler.y,rightController.euler.z,rightController.InspectorRotation.x,rightController.InspectorRotation.y,rightController.InspectorRotation.z
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.326345,Far,-28.661,44.641,-5.3419,17.68996,13.17411,-29.64773,43.57924,-8.335826,-29.54885,43.54258,-8.455553,-29.58258,43.5323,-8.497436,4.917129,232.8619,20.20287,4.917,-127.138,20.203,347.8331,189.1575,323.4225,-12.167,-170.842,-36.577,351.7491,196.7587,339.556,-8.251,-163.241,-20.444
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.341495,Far,-28.661,44.641,-5.3419,17.8248,13.17411,-29.66056,43.57321,-8.346279,-29.54765,43.54204,-8.456248,-29.57519,43.53059,-8.504189,11.95682,227.5389,17.92302,11.957,-132.461,17.923,347.9582,189.0637,323.8086,-12.042,-170.936,-36.191,351.4934,196.5951,339.9798,-8.507,-163.405,-20.02
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.376962,Far,-28.661,44.641,-5.3419,17.95881,13.17411,-29.67661,43.57428,-8.380735,-29.54694,43.54209,-8.457587,-29.58234,43.52777,-8.505561,28.22081,225.0143,13.8506,28.221,-134.986,13.851,348.0752,188.9009,324.0555,-11.925,-171.099,-35.945,351.6884,196.5605,339.8104,-8.312,-163.439,-20.19
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.383198,Far,-28.661,44.641,-5.3419,18.0928,13.17411,-29.67837,43.57942,-8.38887,-29.54704,43.54158,-8.458485,-29.58206,43.52544,-8.508848,35.43618,231.5671,17.90274,35.436,-128.433,17.903,348.0922,188.9809,323.6823,-11.908,-171.019,-36.318,351.7079,196.6281,339.4055,-8.292001,-163.372,-20.595
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.37674,Far,-28.661,44.641,-5.3419,18.22665,13.17411,-29.67304,43.5766,-8.382493,-29.54673,43.54113,-8.459154,-29.57991,43.5228,-8.514031,30.51796,230.409,17.68305,30.518,-129.591,17.683,348.0424,188.9386,323.7425,-11.958,-171.061,-36.258,351.6088,196.578,339.5018,-8.391001,-163.422,-20.498
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.376841,Far,-28.661,44.641,-5.3419,18.3629,13.17411,-29.67274,43.57552,-8.382324,-29.54636,43.54094,-8.459923,-29.57742,43.52002,-8.520224,29.62103,230.1919,17.57903,29.621,-129.808,17.579,348.0432,188.9167,323.7459,-11.957,-171.083,-36.254,351.6293,196.5432,339.5315,-8.371,-163.457,-20.469
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.378345,Far,-28.661,44.641,-5.3419,18.49465,13.17411,-29.67342,43.57501,-8.383591,-29.5467,43.54074,-8.459431,-29.57562,43.51742,-8.524889,30.21016,230.3744,17.61181,30.21,-129.626,17.612,348.0254,188.8969,323.716,-11.975,-171.103,-36.284,351.6185,196.523,339.5251,-8.381001,-163.477,-20.475
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.379045,Far,-28.661,44.641,-5.3419,18.62911,13.17411,-29.67347,43.57509,-8.38438,-29.54541,43.53984,-8.461836,-29.5724,43.51411,-8.532211,30.12077,230.4199,17.70845,30.121,-129.58,17.708,348.0439,188.8591,323.7334,-11.956,-171.141,-36.267,351.6155,196.4915,339.5616,-8.384001,-163.508,-20.438
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.379446,Far,-28.661,44.641,-5.3419,18.76262,13.17411,-29.6735,43.57475,-8.384697,-29.54463,43.53905,-8.463518,-29.56997,43.51143,-8.537792,30.07148,230.4416,17.71687,30.072,-129.558,17.717,348.0482,188.8252,323.7496,-11.952,-171.175,-36.25,351.6088,196.4618,339.5846,-8.391001,-163.538,-20.415
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.379851,Far,-28.661,44.641,-5.3419,18.897,13.17411,-29.67389,43.57442,-8.384903,-29.54406,43.53825,-8.464884,-29.56778,43.50861,-8.543283,30.10441,230.4791,17.7409,30.104,-129.521,17.741,348.0496,188.798,323.7429,-11.95,-171.202,-36.257,351.61,196.4426,339.5862,-8.39,-163.557,-20.414
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380166,Far,-28.661,44.641,-5.3419,19.01593,13.17411,-29.67408,43.5743,-8.385147,-29.54307,43.53739,-8.466835,-29.56521,43.50567,-8.549577,30.10161,230.5004,17.72986,30.102,-129.5,17.73,348.0642,188.774,323.7474,-11.936,-171.226,-36.253,351.6137,196.4181,339.6021,-8.386001,-163.582,-20.398
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380306,Far,-28.661,44.641,-5.3419,19.13138,13.17411,-29.6743,43.57389,-8.385085,-29.54292,43.53669,-8.467914,-29.56354,43.50323,-8.554359,29.8882,230.4601,17.7484,29.888,-129.54,17.748,348.0632,188.75,323.7179,-11.937,-171.25,-36.282,351.6127,196.4059,339.5873,-8.387,-163.594,-20.413
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380442,Far,-28.661,44.641,-5.3419,19.25521,13.17411,-29.67409,43.57343,-8.385144,-29.54216,43.53562,-8.469987,-29.27331,43.14921,-6.224595,29.67252,230.437,17.72205,29.673,-129.563,17.722,348.0668,188.7305,323.7092,-11.933,-171.269,-36.291,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.379868,Far,-28.661,44.641,-5.3419,19.3819,13.17411,-29.67378,43.57343,-8.384607,-29.54054,43.53417,-8.474064,-29.27331,43.14921,-6.224595,29.15499,230.3147,17.70178,29.155,-129.685,17.702,348.0775,188.7023,323.7105,-11.922,-171.298,-36.29,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380182,Far,-28.661,44.641,-5.3419,19.51848,13.17411,-29.6737,43.57301,-8.384838,-29.54,43.53339,-8.474946,-29.27331,43.14921,-6.224595,29.16272,230.3637,17.73065,29.163,-129.636,17.731,348.0674,188.677,323.6946,-11.933,-171.323,-36.305,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380073,Far,-28.661,44.641,-5.3419,19.64562,13.17411,-29.67361,43.57252,-8.384573,-29.53914,43.53236,-8.476873,-29.27331,43.14921,-6.224595,29.0125,230.3907,17.76424,29.013,-129.609,17.764,348.0573,188.6429,323.6976,-11.943,-171.357,-36.302,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.38037,Far,-28.661,44.641,-5.3419,19.79437,13.17411,-29.67386,43.57265,-8.384869,-29.53742,43.5305,-8.481035,-29.27331,43.14921,-6.224595,29.05828,230.4479,17.80914,29.058,-129.552,17.809,348.0708,188.6098,323.7021,-11.929,-171.39,-36.298,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.381252,Far,-28.661,44.641,-5.3419,19.9375,13.17411,-29.67369,43.57218,-8.385739,-29.53616,43.52901,-8.4841,-29.27331,43.14921,-6.224595,29.0514,230.5104,17.86933,29.051,-129.49,17.869,348.0675,188.5863,323.6914,-11.933,-171.414,-36.309,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.380857,Far,-28.661,44.641,-5.3419,20.10136,13.17411,-29.67411,43.57219,-8.385162,-29.53518,43.52785,-8.486406,-29.27331,43.14921,-6.224595,29.02531,230.5347,17.85988,29.025,-129.465,17.86,348.0562,188.5634,323.6919,-11.944,-171.437,-36.308,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.381346,Far,-28.661,44.641,-5.3419,20.22637,13.17411,-29.67411,43.57155,-8.385481,-29.53466,43.52689,-8.487671,-29.27331,43.14921,-6.224595,29.02683,230.5703,17.88105,29.027,-129.43,17.881,348.0458,188.5316,323.6798,-11.954,-171.468,-36.32,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.381303,Far,-28.661,44.641,-5.3419,20.36057,13.17411,-29.67422,43.57188,-8.385512,-29.53307,43.52533,-8.491472,-29.27331,43.14921,-6.224595,29.01146,230.6055,17.92669,29.011,-129.395,17.927,348.0565,188.5023,323.6932,-11.943,-171.498,-36.307,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.381466,Far,-28.661,44.641,-5.3419,20.50242,13.17411,-29.67433,43.5716,-8.385559,-29.53181,43.52411,-8.49407,-29.27331,43.14921,-6.224595,29.02337,230.6687,17.9584,29.023,-129.331,17.958,348.0472,188.4737,323.6968,-11.953,-171.526,-36.303,0,0,0,0,0,0
R_1234567890,Experiment,Trial2,Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.381677,Far,-28.661,44.641,-5.3419,20.62904,13.17411,-29.67443,43.57167,-8.385785,-29.53014,43.52228,-8.498272,-29.27331,43.14921,-6.224595,29.02053,230.6876,17.98294,29.021,-129.312,17.983,348.0721,188.4443,323.6956,-11.928,-171.556,-36.304,0,0,0,0,0,0
