PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,8.794755,-34.20307,45.17491,-13.95265,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,8.930169,-34.35169,45.15148,-14.00155,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.062311,-34.43528,45.07849,-13.98544,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.196057,-34.4398,45.063,-13.9071,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.320105,-34.44375,45.06767,-13.83259,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.439742,-34.4434,45.05321,-13.7735,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.562933,-34.43668,45.02477,-13.7173,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.698332,-34.43439,44.96286,-13.68575,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.835544,-34.43756,44.93607,-13.66119,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,9.968815,-34.43745,44.93783,-13.63396,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.09142,-34.43849,44.93454,-13.60228,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.22469,-34.44212,44.91885,-13.5529,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.35961,-34.4438,44.90054,-13.48768,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.5035,-34.4483,44.86592,-13.41026,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.64042,-34.44464,44.82415,-13.35274,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.77221,-34.43409,44.79937,-13.31669,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,10.90901,-34.42126,44.7952,-13.30266,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.04592,-34.4052,44.80021,-13.30386,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.17992,-34.3903,44.80886,-13.31665,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.31072,-34.37686,44.81774,-13.34051,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.4448,-34.36642,44.84156,-13.38898,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.58205,-34.35763,44.87819,-13.46539,-35.16,43.208,-14.71,-35.16,43.208,-14.71,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.71719,-34.3534,44.91607,-13.56671,-34.22395,44.31495,-13.35555,-34.34641,44.31124,-13.22314,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,11.87119,-34.35647,44.94157,-13.70381,-34.08181,44.32346,-13.53989,-34.34387,44.42693,-13.33465,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.00619,-34.37083,44.94669,-13.82183,-33.89857,44.3449,-13.70697,-34.38086,44.52401,-13.44674,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.17349,-34.39598,44.95504,-13.89514,-33.75935,44.45548,-13.85681,-34.38447,44.59876,-13.57234,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.30482,-34.42055,44.95901,-13.92371,-33.71119,44.5304,-13.96098,-34.37106,44.62621,-13.65272,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.44267,-34.44408,44.95892,-13.9316,-33.69681,44.57278,-14.01615,-34.37032,44.63806,-13.70011,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.60819,-34.46455,44.96222,-13.92644,-33.69474,44.61724,-14.04607,-34.37601,44.64507,-13.71432,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.74226,-34.47322,44.96093,-13.92635,-33.70647,44.66516,-14.04828,-34.37565,44.64513,-13.71401,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.87088,-34.48248,44.95802,-13.92505,-33.72753,44.69583,-14.03806,-34.37653,44.64042,-13.71012,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,12.99956,-34.49293,44.95792,-13.9222,-33.75097,44.70637,-14.02665,-34.36879,44.63785,-13.71015,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.13963,-34.50252,44.95663,-13.91416,-33.81163,44.76879,-13.98622,-34.32736,44.62987,-13.68808,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.28977,-34.50816,44.95427,-13.89675,-33.96175,44.81565,-13.91712,-34.26109,44.67758,-13.68681,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.42262,-34.51127,44.95366,-13.89365,-34.10462,44.84106,-13.86613,-34.20046,44.73323,-13.69813,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.5599,-34.51185,44.95412,-13.89476,-34.16882,44.85644,-13.84931,-34.1844,44.77631,-13.71405,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.71909,-34.51083,44.95458,-13.89456,-34.2112,44.86494,-13.8403,-34.15589,44.7894,-13.72818,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,13.85945,-34.50742,44.95423,-13.89309,-34.12693,44.78746,-13.73678,-34.21709,44.86977,-13.84699,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.03536,-34.49832,44.95486,-13.89458,-34.11809,44.78376,-13.74595,-34.20856,44.86267,-13.85118,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.16247,-34.48887,44.95865,-13.90405,-34.15111,44.78903,-13.73439,-34.13641,44.83926,-13.87681,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.3157,-34.48597,44.96083,-13.91174,-34.2373,44.82338,-13.72593,-33.99957,44.77309,-13.92699,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.4488,-34.48819,44.95867,-13.91315,-34.3074,44.85695,-13.71915,-33.87953,44.71968,-13.97056,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.58656,-34.48732,44.95881,-13.91198,-34.36371,44.88111,-13.71491,-33.81174,44.6961,-14.00034,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.72363,-34.48384,44.95952,-13.90799,-34.39543,44.89051,-13.71482,-33.78509,44.68826,-14.00048,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,14.8917,-34.48034,44.9582,-13.90227,-34.40768,44.8931,-13.71096,-33.76237,44.67618,-14.00051,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.044,-34.47744,44.95925,-13.8973,-34.40994,44.89426,-13.71085,-33.75493,44.67898,-13.99967,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.18221,-34.4766,44.95893,-13.893,-34.40668,44.89289,-13.70867,-33.75045,44.68359,-13.99447,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.30957,-34.47864,44.95893,-13.89055,-34.40197,44.88993,-13.70802,-33.75191,44.68613,-13.98877,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.44291,-34.48089,44.95936,-13.88888,-34.40173,44.88894,-13.7071,-33.75174,44.68804,-13.98624,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.58123,-34.48274,44.95941,-13.8876,-34.40373,44.88823,-13.70633,-33.753,44.68922,-13.9864,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.71961,-34.48464,44.95948,-13.88733,-34.40494,44.88778,-13.70626,-33.75412,44.68962,-13.98844,-35.16,43.208,-14.71,-11.61662,43.14921,-15.45939,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.75371,-34.48513,44.95954,-13.88735,-34.40554,44.88766,-13.7062,-33.75471,44.68913,-13.98878,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.85514,-34.4866,44.95967,-13.88688,-34.40654,44.88716,-13.70652,-33.7569,44.68918,-13.98943,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,15.88943,-34.48705,44.9597,-13.88676,-34.40705,44.88708,-13.70622,-33.75768,44.68899,-13.99011,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.00746,-34.48897,44.95959,-13.88323,-34.40881,44.88737,-13.7041,-33.76064,44.68745,-13.99088,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.05195,-34.4888,44.9597,-13.88009,-34.4101,44.88735,-13.70331,-33.76117,44.68678,-13.99128,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.14582,-34.48712,44.95981,-13.87072,-34.41712,44.88763,-13.69904,-33.76185,44.68731,-13.98919,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.21393,-34.48615,44.95962,-13.86333,-34.42558,44.88837,-13.69458,-33.76072,44.69113,-13.98481,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.28908,-10.94302,44.90205,-14.61068,-10.90175,44.83109,-14.43735,-10.21376,44.64087,-14.71684,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.33644,-10.94282,44.90269,-14.61356,-10.91293,44.83231,-14.43516,-10.21193,44.64433,-14.70192,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.42244,-10.93873,44.90245,-14.62604,-10.93771,44.83341,-14.43551,-10.20659,44.65066,-14.65971,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.46847,-10.93489,44.90266,-14.63387,-10.95145,44.83402,-14.43946,-10.20731,44.65521,-14.63241,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.56027,-10.92379,44.90225,-14.6516,-10.98099,44.83433,-14.45672,-10.21817,44.66266,-14.56614,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.60884,-10.91787,44.90219,-14.66162,-10.99851,44.83307,-14.47234,-10.23012,44.66972,-14.52394,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.6939,-10.90766,44.90374,-14.68166,-11.02815,44.82988,-14.50558,-10.26136,44.68707,-14.4526,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.7422,-10.90301,44.90459,-14.69274,-11.03824,44.82724,-14.53145,-10.29188,44.69882,-14.40779,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.82691,-10.89294,44.89942,-14.71612,-11.05929,44.82291,-14.575,-10.35773,44.715,-14.33603,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.87293,-10.8892,44.89768,-14.72683,-11.06777,44.82149,-14.59997,-10.40146,44.72301,-14.30002,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,16.95843,-10.88639,44.89896,-14.74513,-11.07645,44.82376,-14.64271,-10.49327,44.73289,-14.24521,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.00662,-10.88638,44.89949,-14.7514,-11.08117,44.82458,-14.6643,-10.54442,44.73534,-14.22089,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.09582,-10.88766,44.89932,-14.76451,-11.09139,44.82516,-14.70734,-10.65019,44.73877,-14.18442,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.14367,-10.89196,44.89869,-14.77019,-11.09666,44.8246,-14.7282,-10.70079,44.73849,-14.17307,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.23205,-10.90416,44.89811,-14.78191,-11.10711,44.82449,-14.76587,-10.80317,44.73438,-14.16659,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.27923,-10.91066,44.89825,-14.78674,-11.11191,44.82545,-14.78396,-10.86071,44.73124,-14.17024,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.36501,-10.92272,44.8994,-14.79384,-11.11928,44.82814,-14.80928,-10.95532,44.71889,-14.18177,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.40936,-10.92928,44.90152,-14.79578,-11.12405,44.83047,-14.82071,-11.00543,44.71299,-14.18914,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.49974,-10.94196,44.90007,-14.79922,-11.13255,44.83272,-14.83843,-11.08773,44.7037,-14.20737,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.54614,-10.94846,44.89905,-14.80076,-11.13669,44.8321,-14.84789,-11.12488,44.7042,-14.21818,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.63672,-10.95865,44.89698,-14.80324,-11.14563,44.83146,-14.86345,-11.18404,44.70979,-14.23967,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,17.70116,-10.96558,44.89616,-14.80402,-11.14983,44.83108,-14.87117,-11.21396,44.71475,-14.25235,,,,,,,
