PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.zCurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.6223782,62.11882,140.4961,-13.81404,41.07761,-6.069564,-13.7161,40.6847,-6.022995,-13.53842,40.53303,-6.152922,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.6100212,62.25303,140.7445,-13.5671,41.07604,-6.070963,-13.47226,40.68427,-6.023663,-13.28898,40.53342,-6.136302,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7033809,62.38602,140.9997,-13.313,41.07439,-6.082091,-13.22079,40.68508,-6.030858,-13.03161,40.53361,-6.134101,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.765816,62.51861,141.1677,-13.15699,41.07237,-6.046535,-13.06685,40.68694,-5.9953,-12.87379,40.53405,-6.076524,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7504619,62.65677,141.1834,-13.16877,41.06849,-6.03719,-13.08256,40.69543,-5.983308,-12.89116,40.53608,-6.005725,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7358558,62.78766,141.2008,-13.18473,41.06433,-6.032834,-13.1026,40.70767,-5.982292,-12.93477,40.55719,-5.899658,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7303186,62.92275,141.2146,-13.19794,41.06499,-6.036582,-13.12609,40.71523,-5.981768,-12.99516,40.61535,-5.781645,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7267552,63.05557,141.2271,-13.20949,41.06594,-6.041223,-13.14675,40.71541,-5.97849,-13.0356,40.64709,-5.676382,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.721509,63.18875,141.2387,-13.2206,41.06891,-6.042132,-13.16706,40.71791,-5.969936,-13.0483,40.6432,-5.602686,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7157255,63.33067,141.2492,-13.23059,41.07178,-6.04126,-13.18653,40.72211,-5.962108,-13.04907,40.63877,-5.57151,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7113715,63.45472,141.2583,-13.23933,41.07423,-6.041355,-13.19746,40.72338,-5.956969,-13.05084,40.63662,-5.564483,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.709332,63.58869,141.2651,-13.24575,41.07552,-6.043105,-13.20178,40.72321,-5.957614,-13.05365,40.63226,-5.564986,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7088443,63.72488,141.2708,-13.25067,41.07695,-6.045632,-13.20359,40.72243,-5.960704,-13.05582,40.62856,-5.567137,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7081758,63.85918,141.2753,-13.25455,41.07768,-6.047383,-13.20602,40.72097,-5.962496,-13.05658,40.6293,-5.568761,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7088295,63.99342,141.2804,-13.25828,41.0787,-6.050591,-13.20996,40.72091,-5.96562,-13.05661,40.62974,-5.569676,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7085484,64.12861,141.2851,-13.26226,41.07941,-6.052855,-13.21472,40.71975,-5.96533,-13.06042,40.63151,-5.569744,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7085302,64.26029,141.2889,-13.2654,41.08039,-6.054703,-13.2195,40.72004,-5.964683,-13.06251,40.63157,-5.568678,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7083434,64.39562,141.2921,-13.268,41.08161,-6.055811,-13.22221,40.71961,-5.963842,-13.06369,40.63076,-5.568548,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7066439,64.53703,141.2945,-13.26982,41.08213,-6.054683,-13.22408,40.71964,-5.961456,-13.06135,40.62924,-5.567092,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,0.7054479,64.66404,141.2963,-13.26975,41.08233,-6.052998,-13.22625,40.71916,-5.957062,-13.05892,40.62814,-5.565676,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.1727,64.80003,141.3006,-13.26689,41.08291,-6.049998,-13.23007,40.71862,-5.94255,-13.05717,40.62959,-5.563527,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.17783,64.93542,141.3068,-13.26131,41.08358,-6.047396,-13.2448,40.71574,-5.906146,-13.05465,40.63991,-5.571321,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.18681,65.07115,141.3168,-13.25622,41.08957,-6.041738,-13.275,40.69913,-5.850657,-13.06244,40.68543,-5.671156,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,14.20151,65.19389,141.3347,-13.23974,41.09232,-6.037605,-13.26172,40.67995,-5.822598,-13.08849,40.67233,-5.783054,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.64024,65.34573,164.5851,-34.5805,44.90669,-14.16547,-34.57302,44.46595,-13.94697,-34.46051,44.45124,-13.95089,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.62584,65.47694,164.6158,-34.55193,44.90782,-14.17634,-34.53013,44.45187,-13.96101,-34.4266,44.44791,-13.9724,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.60818,65.65293,164.6521,-34.52034,44.90477,-14.19376,-34.50321,44.4507,-13.97208,-34.40359,44.45339,-13.99425,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.59657,65.7935,164.674,-34.50269,44.89988,-14.2057,-34.50267,44.43652,-13.96692,-34.37199,44.42837,-14.01251,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.58051,65.96622,164.6969,-34.48625,44.88837,-14.21629,-34.48916,44.40884,-13.97057,-34.35872,44.3829,-14.02721,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.56863,66.14518,164.7123,-34.47978,44.87596,-14.22137,-34.46166,44.39685,-13.98375,-34.341,44.36541,-14.05447,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.54343,66.32321,164.7433,-34.47743,44.84725,-14.21118,-34.43545,44.39145,-14.00382,-34.33093,44.35812,-14.08432,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.53205,66.50447,164.7583,-34.47454,44.83739,-14.20218,-34.4243,44.38097,-14.01677,-34.33092,44.34286,-14.10507,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.52707,66.68552,164.7917,-34.45489,44.85312,-14.18565,-34.40696,44.37093,-14.01971,-34.33323,44.33599,-14.10721,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.58447,66.83724,164.8902,-34.43478,44.94629,-14.19055,-34.41286,44.37305,-14.00483,-34.34048,44.33715,-14.09481,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.69164,66.99096,165.0191,-34.46306,45.04037,-14.26848,-34.43227,44.37437,-13.97061,-34.35466,44.33591,-14.05643,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.7045,67.17085,165.0934,-34.43605,45.06383,-14.31577,-34.46035,44.37231,-13.92307,-34.37284,44.33324,-13.99907,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.70485,67.33714,165.1941,-34.45312,45.08247,-14.22249,-34.47636,44.3781,-13.88809,-34.38359,44.33674,-13.95559,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.72841,67.50256,165.2605,-34.49709,45.09346,-14.1756,-34.47616,44.37996,-13.86436,-34.37975,44.34059,-13.92466,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.72309,67.66858,165.3126,-34.52525,45.07054,-14.15225,-34.45954,44.37849,-13.85249,-34.36278,44.33908,-13.90969,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.68179,67.83202,165.4018,-34.44303,45.07587,-14.17567,-34.43394,44.37476,-13.83608,-34.33534,44.33699,-13.88786,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.65434,67.96642,165.5195,-34.33937,45.1101,-14.21954,-34.40999,44.3727,-13.8164,-34.30793,44.33701,-13.86004,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.59501,68.10339,165.6551,-34.21139,45.12135,-14.26116,-34.38556,44.37562,-13.7992,-34.28178,44.34124,-13.83576,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.44553,68.24487,165.8441,-34.03498,45.06923,-14.24916,-34.3708,44.36624,-13.77578,-34.26527,44.33324,-13.80464,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,17.14405,68.42324,166.1785,-33.91825,44.82902,-14.05458,-34.36227,44.34953,-13.71997,-34.25775,44.31266,-13.73816,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.89627,68.55157,166.504,-33.89945,44.58422,-13.84298,-34.34338,44.32638,-13.65285,-34.24489,44.28408,-13.66457,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.66661,68.69052,166.8283,-33.91221,44.33015,-13.64248,-34.31738,44.28029,-13.57948,-34.22162,44.23732,-13.59198,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.3841,68.87099,167.154,-33.84317,44.05805,-13.48213,-34.29379,44.21969,-13.49317,-34.19503,44.17284,-13.51409,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.20033,69.02333,167.3484,-33.76838,43.89794,-13.40312,-34.28823,44.18196,-13.43351,-34.18914,44.1417,-13.44846,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14261,69.18404,167.4465,-33.73469,43.84804,-13.40524,-34.2955,44.15454,-13.39243,-34.19736,44.11728,-13.39485,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.1382,69.32,167.501,-33.71035,43.86554,-13.3971,-34.29981,44.15348,-13.37139,-34.20856,44.12222,-13.35958,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.13498,69.4864,167.5333,-33.73015,43.84467,-13.39537,-34.29609,44.16884,-13.35378,-34.21122,44.14264,-13.33412,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14082,69.65469,167.5481,-33.72949,43.85239,-13.39781,-34.29683,44.19572,-13.34974,-34.21124,44.17076,-13.32685,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14546,69.82115,167.5567,-33.73255,43.85429,-13.40351,-34.29877,44.21264,-13.34034,-34.21532,44.17027,-13.32598,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15082,69.999,167.5649,-33.73484,43.85746,-13.41035,-34.31674,44.20854,-13.28815,-34.21411,44.16821,-13.27461,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15469,70.15623,167.5709,-33.73684,43.85932,-13.4157,-34.31444,44.16352,-13.22805,-34.19944,44.14874,-13.21767,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15694,70.31115,167.5746,-33.73796,43.86045,-13.41876,-34.31871,44.10898,-13.17091,-34.21518,44.11225,-13.16727,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.1577,70.46647,167.5764,-33.73832,43.86091,-13.41962,-34.32824,44.07699,-13.15179,-34.23654,44.07164,-13.14377,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15786,70.60441,167.5778,-33.73874,43.86068,-13.41986,-34.32457,44.07258,-13.15759,-34.24454,44.05973,-13.13068,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15814,70.75541,167.5794,-33.73875,43.86102,-13.41996,-34.32777,44.06833,-13.15747,-34.20351,44.0484,-13.10829,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15729,70.92415,167.5809,-33.7382,43.86064,-13.419,-34.32737,44.07278,-13.18694,-34.19908,44.04182,-13.10271,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15616,71.09383,167.5832,-33.73787,43.8599,-13.41735,-34.31989,44.07297,-13.2226,-34.18467,44.03683,-13.10856,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.1544,71.26733,167.5863,-33.73705,43.85899,-13.41492,-34.28433,44.06712,-13.25103,-34.17949,44.03358,-13.10049,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15304,71.42332,167.5884,-33.73673,43.85796,-13.41319,-34.24825,44.06198,-13.28396,-34.19094,44.03595,-13.09717,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.1518,71.54548,167.5902,-33.73614,43.8572,-13.41184,-34.3393,44.07982,-13.21556,-34.19865,44.03777,-13.09786,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15084,71.68663,167.5921,-33.7357,43.85675,-13.41032,-34.34071,44.08117,-13.21624,-34.19723,44.04363,-13.11933,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.15006,71.81944,167.5936,-33.7357,43.85606,-13.40914,-34.33909,44.07421,-13.19688,-34.19045,44.04623,-13.13226,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14917,71.97559,167.5951,-33.73524,43.85554,-13.40821,-34.3352,44.06514,-13.17175,-34.1899,44.04853,-13.13839,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14846,72.12958,167.5964,-33.73473,43.85535,-13.40711,-34.33252,44.05885,-13.15183,-34.19664,44.048,-13.13104,,,,,,,-23.471,31.951,-9.703745
Walk,Complexity,Walk,4,Task4,0.5036428,0.35,0.1536428,16.14798,72.31377,167.5978,-33.73454,43.85502,-13.40661,-34.33089,44.05354,-13.13707,-34.19882,44.04839,-13.13119,,,,,,,-23.471,31.951,-9.703745
