PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.zCurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.93468,29.87782,65.24395,-32.66856,44.88529,-7.8033,-32.72565,44.53127,-7.622567,-32.37452,44.34316,-7.706176,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.8413,30.01035,65.50561,-32.60841,44.88484,-7.549067,-32.65825,44.52744,-7.366435,-32.31225,44.34368,-7.458489,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.67611,30.16621,65.77386,-32.46935,44.88655,-7.323004,-32.5074,44.5248,-7.136555,-32.16961,44.34476,-7.2428,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.3973,30.32088,66.09022,-32.20826,44.88939,-7.147272,-32.23331,44.52471,-6.956148,-31.90212,44.34669,-7.079558,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,17.10938,30.45247,66.3866,-31.9289,44.89062,-7.050071,-31.9441,44.52568,-6.855446,-31.61848,44.34726,-6.994123,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,16.83369,30.58567,66.66296,-31.65579,44.8927,-7.010256,-31.65993,44.52628,-6.81494,-31.34287,44.34523,-6.96368,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,16.55371,30.72462,66.94406,-31.37483,44.89566,-7.004623,-31.36543,44.52833,-6.814375,-31.0599,44.34549,-6.967015,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,16.2733,30.85841,67.22756,-31.09167,44.89781,-7.015556,-31.06888,44.53076,-6.8345,-30.77446,44.34666,-6.985071,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,15.99662,30.99145,67.50827,-30.81157,44.90058,-7.031913,-30.78437,44.53329,-6.857954,-30.49356,44.34798,-7.005958,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,15.66076,31.17437,67.85025,-30.47068,44.90389,-7.057777,-30.4361,44.53704,-6.890052,-30.15293,44.35398,-7.036229,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,15.2849,31.34791,68.23338,-30.08884,44.90101,-7.08795,-30.04759,44.53962,-6.922247,-29.77248,44.35627,-7.072188,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,14.96775,31.49319,68.55814,-29.76573,44.89425,-7.119253,-29.72357,44.53675,-6.953284,-29.45347,44.35038,-7.107948,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,14.62417,31.66271,68.91133,-29.41476,44.88529,-7.157681,-29.37016,44.52862,-6.993661,-29.1066,44.33734,-7.153323,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,14.29038,31.82906,69.2543,-29.07359,44.88253,-7.192441,-29.02567,44.52386,-7.031255,-28.76558,44.33066,-7.198157,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,13.95575,31.99718,69.59575,-28.73288,44.88252,-7.214133,-28.682,44.52405,-7.058786,-28.42825,44.33061,-7.232133,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,13.61331,32.16375,69.94024,-28.38878,44.87955,-7.202118,-28.3352,44.52023,-7.056482,-28.08377,44.32827,-7.231268,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,13.34339,32.28955,70.21057,-28.11949,44.8781,-7.178549,-28.06577,44.51819,-7.03613,-27.81502,44.32793,-7.211516,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,13.08096,32.41723,70.47328,-27.85801,44.87608,-7.153281,-27.80562,44.51662,-7.012397,-27.55572,44.32689,-7.188033,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,12.80008,32.55289,70.75458,-27.57785,44.87386,-7.128123,-27.52791,44.51399,-6.98923,-27.27987,44.32351,-7.164583,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,12.52775,32.69175,71.02749,-27.30583,44.87308,-7.106146,-27.25875,44.51313,-6.966742,-27.01183,44.31946,-7.142098,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,12.25666,32.82367,71.29931,-27.03478,44.87145,-7.086032,-26.98997,44.51278,-6.944943,-26.74477,44.31735,-7.120002,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,11.92787,33.0026,71.62897,-26.7061,44.86856,-7.061015,-26.66623,44.51169,-6.91902,-26.42167,44.31267,-7.092017,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,11.5687,33.15844,71.98904,-26.34719,44.86752,-7.032143,-26.30874,44.51141,-6.888718,-26.06682,44.31116,-7.060042,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,11.25122,33.31503,72.30731,-26.03002,44.86718,-7.005651,-25.99164,44.51398,-6.862947,-25.74986,44.31151,-7.033535,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,10.9594,33.46722,72.5998,-25.73867,44.86687,-6.979926,-25.7004,44.51429,-6.836423,-25.45818,44.31152,-7.008196,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,10.68412,33.60693,72.87563,-25.46407,44.86718,-6.953795,-25.42491,44.51516,-6.810938,-25.18293,44.31269,-6.983057,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,10.34296,33.77102,73.21751,-25.12375,44.86689,-6.921227,-25.08284,44.51632,-6.780589,-24.84144,44.3129,-6.954106,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,10.07179,33.90406,73.48911,-24.85371,44.867,-6.892249,-24.81146,44.51683,-6.752882,-24.56935,44.31312,-6.929084,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,9.806217,34.03808,73.75487,-24.59034,44.86765,-6.856853,-24.54525,44.5183,-6.720582,-24.30263,44.31559,-6.894939,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,9.507045,34.19702,74.05418,-24.29414,44.86829,-6.813821,-24.24817,44.51977,-6.679602,-24.00468,44.31734,-6.853395,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,9.207892,34.33474,74.35373,-23.99689,44.87015,-6.777153,-23.95157,44.51998,-6.640195,-23.70656,44.31909,-6.815012,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,8.953221,34.46146,74.60995,-23.74119,44.87135,-6.762017,-23.69361,44.51989,-6.62575,-23.44731,44.32151,-6.798965,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,8.694196,34.59703,74.87358,-23.47767,44.87153,-6.766504,-23.42923,44.52011,-6.627514,-23.18098,44.32161,-6.802474,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,8.430048,34.73359,75.14538,-23.20643,44.87128,-6.783638,-23.15848,44.51812,-6.643553,-22.90903,44.31979,-6.817453,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,8.130176,34.89153,75.45526,-22.89735,44.87164,-6.805797,-22.8501,44.51812,-6.664727,-22.59984,44.3193,-6.838173,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.864829,35.04553,75.73087,-22.62266,44.87193,-6.828158,-22.57522,44.51939,-6.687727,-22.32381,44.32003,-6.859629,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.571096,35.1831,76.03645,-22.31799,44.87106,-6.851733,-22.27116,44.51819,-6.709888,-22.01895,44.31791,-6.882365,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.318232,35.31659,76.30131,-22.05418,44.87136,-6.875204,-22.00839,44.51906,-6.732402,-21.75553,44.31735,-6.903603,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,7.077237,35.44327,76.55678,-21.80038,44.87063,-6.904332,-21.75455,44.51873,-6.761086,-21.50217,44.31731,-6.930546,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.829767,35.57804,76.82203,-21.53743,44.86985,-6.939124,-21.49235,44.51775,-6.796107,-21.24038,44.31605,-6.965352,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.571691,35.71921,77.10076,-21.26128,44.86934,-6.976901,-21.21743,44.51675,-6.834808,-20.96731,44.31456,-7.00295,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.291242,35.87223,77.40409,-20.96024,44.86894,-7.013936,-20.91776,44.51629,-6.874016,-20.66893,44.31462,-7.040248,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,6.032987,36.00944,77.67944,-20.68568,44.86765,-7.032568,-20.64373,44.51606,-6.89521,-20.39581,44.31551,-7.057303,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,5.773874,36.14351,77.94546,-20.4205,44.86803,-7.013072,-20.37889,44.51689,-6.877004,-20.13042,44.31593,-7.034809,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,5.515322,36.27541,78.20827,-20.1599,44.86836,-6.979022,-20.11805,44.51723,-6.842957,-19.86816,44.31536,-6.998299,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,5.254038,36.40476,78.47276,-19.899,44.86911,-6.93576,-19.85735,44.51777,-6.800035,-19.60698,44.31628,-6.953796,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,4.983649,36.5382,78.74574,-19.63091,44.86887,-6.884344,-19.58915,44.51901,-6.750111,-19.33831,44.31681,-6.903732,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,4.703523,36.67901,79.02961,-19.35123,44.86844,-6.835752,-19.30979,44.51827,-6.702075,-19.05731,44.31618,-6.858292,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,4.445579,36.81321,79.29921,-19.08253,44.8683,-6.820711,-19.04143,44.51688,-6.688557,-18.78943,44.31532,-6.845258,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,4.211341,36.94589,79.56209,-18.8212,44.86802,-6.848215,-18.7797,44.51696,-6.718302,-18.52832,44.31479,-6.874996,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,3.977295,37.07977,79.83008,-18.55494,44.86831,-6.878535,-18.51343,44.51688,-6.751087,-18.262,44.31447,-6.906914,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,3.744275,37.21659,80.09788,-18.28816,44.86864,-6.901705,-18.24641,44.51625,-6.776273,-17.99525,44.31412,-6.93123,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,3.509944,37.3646,80.36527,-18.02102,44.86902,-6.911949,-17.9783,44.51669,-6.789792,-17.72844,44.31498,-6.941762,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,3.25014,37.4977,80.65827,-17.72823,44.86911,-6.905459,-17.68447,44.51689,-6.786595,-17.43509,44.31598,-6.936149,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,2.992192,37.63573,80.93003,-17.46397,44.86908,-6.844768,-17.4199,44.51702,-6.727401,-17.17076,44.31683,-6.874154,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,2.729729,37.77083,81.19808,-17.21378,44.8691,-6.748867,-17.16898,44.51699,-6.632933,-16.92,44.31688,-6.777294,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,2.461002,37.92533,81.46957,-16.96996,44.86904,-6.629506,-16.92374,44.51712,-6.515104,-16.67438,44.31749,-6.657926,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,2.159782,38.06258,81.7739,-16.69935,44.86861,-6.49029,-16.65273,44.51722,-6.37652,-16.40233,44.31838,-6.519337,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,1.903314,38.19537,82.03352,-16.46971,44.86846,-6.369215,-16.42286,44.51692,-6.257826,-16.17147,44.31833,-6.401796,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,1.639702,38.32745,82.30178,-16.23083,44.86734,-6.247171,-16.18348,44.51551,-6.138935,-15.93213,44.31892,-6.283435,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,1.399195,38.45857,82.55789,-15.98927,44.86604,-6.163706,-15.9414,44.51455,-6.060382,-15.69044,44.31839,-6.204067,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,1.155719,38.59877,82.84032,-15.7138,44.86527,-6.10147,-15.66567,44.51407,-6.001564,-15.41514,44.31732,-6.143124,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.9490081,38.72957,83.09732,-15.46465,44.86486,-6.038445,-15.41651,44.51373,-5.941914,-15.16601,44.31601,-6.079612,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.7579923,38.86333,83.36366,-15.20999,44.8646,-5.960564,-15.16441,44.51344,-5.865626,-14.91386,44.31338,-5.998387,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6111328,38.99554,83.63093,-14.95941,44.86431,-5.867711,-14.91914,44.51424,-5.773805,-14.66776,44.31145,-5.898412,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6475554,39.13002,83.8583,-14.73498,44.86325,-5.883092,-14.70152,44.51387,-5.78736,-14.44619,44.30914,-5.901685,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6807104,39.26591,83.99146,-14.6106,44.86377,-5.869671,-14.58986,44.5163,-5.768335,-14.32261,44.31124,-5.860417,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6602849,39.39766,84.01421,-14.62571,44.86478,-5.852722,-14.63015,44.52144,-5.736052,-14.34564,44.33102,-5.773787,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6377828,39.52814,84.03964,-14.6447,44.86384,-5.835871,-14.68476,44.5266,-5.705215,-14.37111,44.36507,-5.674429,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6192573,39.66601,84.06082,-14.65791,44.8657,-5.81949,-14.75886,44.53235,-5.678396,-14.37661,44.41277,-5.553063,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.6018041,39.80082,84.08062,-14.67179,44.86547,-5.80544,-14.81808,44.52937,-5.667607,-14.33685,44.4274,-5.439178,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.5856457,39.94012,84.10076,-14.68632,44.868,-5.791789,-14.85246,44.52702,-5.666073,-14.30654,44.41292,-5.364917,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.5703438,40.06771,84.11907,-14.69634,44.87064,-5.776799,-14.87199,44.52392,-5.664997,-14.30115,44.40461,-5.333968,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5036428,0.4,0.1036428,0.5569373,40.2028,84.13336,-14.7013,44.86947,-5.763507,-14.87891,44.51662,-5.659468,-14.30326,44.39779,-5.323377,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5035391,0.4,0.1035391,0.548852,40.33774,84.14268,-14.70171,44.8687,-5.75432,-14.87735,44.51347,-5.650093,-14.2992,44.39219,-5.320543,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5034699,0.4,0.1034699,0.5460152,40.4654,84.14848,-14.69875,44.86863,-5.749528,-14.87154,44.51345,-5.640523,-14.29234,44.39237,-5.321791,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5033892,0.4,0.1033892,0.5460243,40.60507,84.15266,-14.69506,44.86869,-5.747746,-14.86505,44.51523,-5.631687,-14.28756,44.39724,-5.324127,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5037811,0.4,0.1037811,0.5475111,40.7369,84.15477,-14.69359,44.86906,-5.748664,-14.85882,44.51586,-5.627365,-14.28745,44.4007,-5.326416,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5042192,0.4,0.1042192,0.5490395,40.87323,84.15647,-14.69289,44.86945,-5.749991,-14.85643,44.51594,-5.625941,-14.29045,44.40206,-5.327799,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5050954,0.4,0.1050954,0.5503471,41.00546,84.15792,-14.69248,44.86998,-5.751124,-14.85366,44.51521,-5.625862,-14.29471,44.40319,-5.32784,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5055795,0.4,0.1055795,0.5516618,41.13978,84.15942,-14.69204,44.87035,-5.752332,-14.84999,44.51258,-5.625869,-14.29622,44.40402,-5.328866,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5060176,0.4,0.1060176,0.5542079,41.27304,84.16248,-14.69199,44.87062,-5.755274,-14.8454,44.51086,-5.627593,-14.29762,44.40302,-5.330874,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,2,Task2,0.5074124,0.4,0.1074124,0.5579996,41.4049,84.16746,-14.69326,44.87201,-5.7598,-14.84129,44.51086,-5.628025,-14.29682,44.40371,-5.33255,,,,,,,-14.911,44.641,-5.3009
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,4.161296,41.54229,84.17241,-14.69527,44.874,-5.763821,-14.83471,44.50962,-5.626018,-14.29573,44.40763,-5.334303,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,4.162777,41.67533,84.17636,-14.69733,44.87481,-5.766866,-14.83126,44.51105,-5.619136,-14.29834,44.41137,-5.338274,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,4.167534,41.80985,84.18297,-14.70208,44.87863,-5.764899,-14.82602,44.4902,-5.593486,-14.35737,44.4548,-5.373453,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01074,41.9457,105.7711,-34.59465,44.94084,-14.13831,-34.68882,44.5309,-13.95018,-34.36069,44.5472,-13.84986,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,22.99945,42.08047,105.8316,-34.59213,44.88445,-14.14086,-34.64515,44.45835,-13.93616,-34.45972,44.47274,-13.91418,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.00001,42.23989,105.8403,-34.58916,44.88936,-14.14725,-34.60836,44.44928,-13.94132,-34.47925,44.45915,-13.93946,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,22.99967,42.39468,105.8562,-34.58228,44.89492,-14.16043,-34.59157,44.43919,-13.94737,-34.47123,44.44895,-13.95826,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.00772,42.53719,105.8738,-34.58365,44.89846,-14.17684,-34.58543,44.43311,-13.94925,-34.47242,44.448,-13.96445,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01675,42.67522,105.8849,-34.59198,44.89599,-14.18186,-34.5962,44.42585,-13.94006,-34.4725,44.43097,-13.96609,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01575,42.84513,105.8948,-34.5948,44.88959,-14.17537,-34.61352,44.40937,-13.9255,-34.47868,44.39233,-13.96887,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01449,43.00959,105.9038,-34.59647,44.88165,-14.17168,-34.6187,44.40065,-13.91462,-34.4872,44.37917,-13.96084,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01686,43.14454,105.9114,-34.60149,44.8783,-14.16741,-34.61576,44.40016,-13.9093,-34.49015,44.3769,-13.96116,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.01837,43.29093,105.9223,-34.60704,44.87774,-14.15824,-34.61179,44.40457,-13.90847,-34.49102,44.38383,-13.95928,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.0218,43.42134,105.938,-34.61601,44.87797,-14.14552,-34.61248,44.40796,-13.90502,-34.49208,44.38928,-13.95274,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.02938,43.55709,105.9725,-34.63515,44.88222,-14.11722,-34.61369,44.41529,-13.89983,-34.49237,44.3996,-13.93822,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.03279,43.69743,105.9921,-34.64596,44.87955,-14.10124,-34.61275,44.42739,-13.90011,-34.48876,44.4171,-13.92532,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.03701,43.85196,106.0137,-34.65815,44.87665,-14.08411,-34.61297,44.43489,-13.90816,-34.4862,44.42009,-13.93384,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.04693,43.98344,106.0321,-34.67347,44.8739,-14.07451,-34.60855,44.43668,-13.91883,-34.48525,44.42194,-13.94261,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.06325,44.11566,106.0537,-34.69333,44.86992,-14.07155,-34.61754,44.44177,-13.93029,-34.49325,44.41665,-13.94226,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.07948,44.25446,106.0762,-34.71398,44.86679,-14.06599,-34.63805,44.43682,-13.93669,-34.47404,44.40157,-13.9551,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.06841,44.37876,106.1037,-34.71299,44.86368,-14.03999,-34.64305,44.44288,-13.91156,-34.45214,44.35384,-13.94124,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.03276,44.50496,106.1911,-34.70881,44.86436,-13.95318,-34.63509,44.46317,-13.83395,-34.44941,44.29757,-13.87227,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.07751,44.64185,106.3495,-34.80545,44.86626,-13.8321,-34.72831,44.48781,-13.73022,-34.55772,44.26922,-13.75967,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.19987,44.77502,106.5583,-34.98207,44.86473,-13.72161,-34.90096,44.49957,-13.63535,-34.75153,44.25725,-13.65075,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.37486,44.90874,106.8124,-35.21278,44.86394,-13.6152,-35.12871,44.49675,-13.53605,-34.99528,44.25724,-13.5449,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.55742,45.05876,107.0903,-35.45871,44.8622,-13.48583,-35.37321,44.4939,-13.41561,-35.2447,44.25829,-13.42192,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.69494,45.18382,107.3378,-35.65937,44.86102,-13.34146,-35.57318,44.4927,-13.27929,-35.44781,44.25842,-13.28383,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.80672,45.32083,107.6081,-35.84761,44.85939,-13.14778,-35.75805,44.4925,-13.09338,-35.63847,44.25919,-13.09318,,,,,,,-13.658,40.852,-5.5109
Walk,Complexity,Walk,3,Task3,0.5036428,0.9,0.3963572,23.90425,45.46499,107.8899,-36.02593,44.85849,-12.92958,-35.93672,44.49219,-12.87851,-35.82034,44.25967,-12.8734,,,,,,,-13.658,40.852,-5.5109
