PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.43887,Far,-28.721,44.641,-5.5209,2.030611,1.49008,-35.67321,44.92923,-14.60007,-35.78382,44.05463,-14.43502,-35.55675,44.03076,-14.69019,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.44873,Far,-28.721,44.641,-5.5209,2.18694,1.52042,-35.69999,44.93773,-14.59168,-35.78555,44.04813,-14.44188,-35.54758,44.03262,-14.67815,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.43923,Far,-28.721,44.641,-5.5209,2.323916,1.545347,-35.71188,44.93548,-14.5706,-35.77316,44.04763,-14.44774,-35.54268,44.04697,-14.65524,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.42217,Far,-28.721,44.641,-5.5209,2.452631,1.572473,-35.71756,44.92952,-14.54481,-35.77596,44.04789,-14.44177,-35.52694,44.07514,-14.62958,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.4122,Far,-28.721,44.641,-5.5209,2.592438,1.594934,-35.72461,44.92032,-14.527,-35.78207,44.05518,-14.41748,-35.51925,44.11457,-14.59417,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.42416,Far,-28.721,44.641,-5.5209,2.750635,1.612783,-35.73324,44.92702,-14.53523,-35.78554,44.071,-14.3814,-35.51907,44.14761,-14.5613,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.1363,Far,-28.721,44.641,-5.5209,2.929751,1.953711,-35.42078,44.92834,-14.41178,-35.44302,44.20868,-14.17041,-35.18911,44.23619,-14.38684,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.76152,Far,-28.721,44.641,-5.5209,3.08986,2.38506,-35.02673,44.92831,-14.23672,-34.99418,44.31279,-13.97679,-34.78436,44.33903,-14.16727,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.52533,Far,-28.721,44.641,-5.5209,3.241425,2.654827,-34.78498,44.92966,-14.11901,-34.72918,44.34313,-13.85672,-34.55014,44.38289,-14.03003,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.5238,Far,-28.721,44.641,-5.5209,3.372435,2.661005,-34.77959,44.92962,-14.12093,-34.72541,44.33787,-13.86986,-34.55262,44.36481,-14.03915,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.51632,Far,-28.721,44.641,-5.5209,3.504802,2.669863,-34.77158,44.92859,-14.11746,-34.72997,44.33152,-13.88349,-34.5505,44.3349,-14.06024,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.51159,Far,-28.721,44.641,-5.5209,4.13503,2.675505,-34.76657,44.92727,-14.11524,-34.64261,44.48109,-13.83923,-34.51954,44.5159,-13.97658,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.50144,Far,-28.721,44.641,-5.5209,4.260658,2.718225,-34.76583,44.88837,-14.10455,-34.64517,44.53053,-13.80452,-34.51892,44.53777,-13.96669,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49674,Far,-28.721,44.641,-5.5209,4.408351,2.723219,-34.76272,44.88676,-14.10104,-34.65356,44.5268,-13.79723,-34.51502,44.53656,-13.96805,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49309,Far,-28.721,44.641,-5.5209,4.543415,2.727026,-34.76045,44.88733,-14.09816,-34.66114,44.52433,-13.78998,-34.51085,44.53563,-13.96991,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49168,Far,-28.721,44.641,-5.5209,4.714892,2.733604,-34.7587,44.89318,-14.09749,-34.66674,44.5204,-13.78182,-34.50677,44.53054,-13.9705,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49314,Far,-28.721,44.641,-5.5209,4.85226,2.736576,-34.75851,44.89502,-14.09937,-34.67127,44.51529,-13.77261,-34.50982,44.52106,-13.96676,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49353,Far,-28.721,44.641,-5.5209,4.984012,2.739406,-34.7568,44.8964,-14.10099,-34.67746,44.512,-13.76228,-34.51379,44.51437,-13.96682,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49274,Far,-28.721,44.641,-5.5209,5.131441,2.74455,-34.75238,44.89782,-14.10309,-34.6863,44.50455,-13.75079,-34.51278,44.50697,-13.9687,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49119,Far,-28.721,44.641,-5.5209,5.290033,2.749424,-34.74812,44.89983,-14.10414,-34.6949,44.48449,-13.73555,-34.51175,44.50034,-13.96932,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48879,Far,-28.721,44.641,-5.5209,5.427353,2.754578,-34.74317,44.89998,-14.10467,-34.69958,44.47395,-13.73119,-34.5097,44.49443,-13.96876,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48754,Far,-28.721,44.641,-5.5209,5.593662,2.759293,-34.7393,44.89915,-14.10588,-34.70123,44.47285,-13.73275,-34.50897,44.48882,-13.96647,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48826,Far,-28.721,44.641,-5.5209,5.726627,2.762631,-34.73722,44.90033,-14.10818,-34.69718,44.44546,-13.72665,-34.50653,44.47709,-13.96577,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48767,Far,-28.721,44.641,-5.5209,5.890018,2.765844,-34.73484,44.89973,-14.10915,-34.69675,44.41028,-13.73131,-34.50659,44.46577,-13.96955,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48724,Far,-28.721,44.641,-5.5209,6.025875,2.771991,-34.73421,44.89421,-14.10923,-34.69231,44.41253,-13.74292,-34.505,44.46257,-13.97295,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48683,Far,-28.721,44.641,-5.5209,6.158785,2.77792,-34.73428,44.88886,-14.10884,-34.68826,44.42055,-13.74511,-34.50428,44.4641,-13.97465,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48802,Far,-28.721,44.641,-5.5209,6.294415,2.780355,-34.73428,44.88951,-14.11027,-34.68753,44.42805,-13.74706,-34.50592,44.46219,-13.97527,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48896,Far,-28.721,44.641,-5.5209,6.424837,2.785256,-34.73467,44.88476,-14.11128,-34.68882,44.43217,-13.74936,-34.50885,44.46282,-13.97587,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48763,Far,-28.721,44.641,-5.5209,6.583848,2.788385,-34.73421,44.88277,-14.11004,-34.68954,44.43673,-13.75363,-34.50854,44.46814,-13.97872,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48497,Far,-28.721,44.641,-5.5209,6.741135,2.791429,-34.73364,44.88229,-14.10719,-34.68557,44.44456,-13.75978,-34.50739,44.46752,-13.9783,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48207,Far,-28.721,44.641,-5.5209,6.902465,2.794485,-34.73228,44.88223,-14.10461,-34.68267,44.44963,-13.76396,-34.50882,44.46688,-13.97573,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48067,Far,-28.721,44.641,-5.5209,7.032998,2.796211,-34.73135,44.88296,-14.10354,-34.68375,44.44939,-13.76212,-34.50919,44.46789,-13.97432,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.47963,Far,-28.721,44.641,-5.5209,7.182688,2.79866,-34.7295,44.88171,-14.10359,-34.6855,44.44899,-13.75946,-34.50714,44.46951,-13.9735,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.47976,Far,-28.721,44.641,-5.5209,7.351894,2.800572,-34.72881,44.88196,-14.10422,-34.68383,44.43594,-13.75672,-34.50846,44.46798,-13.97325,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.47984,Far,-28.721,44.641,-5.5209,7.48944,2.805771,-34.72499,44.88078,-14.10703,-34.68801,44.39849,-13.75336,-34.50758,44.46145,-13.97255,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.4786,Far,-28.721,44.641,-5.5209,7.62676,2.813619,-34.71883,44.87756,-14.10992,-34.69255,44.38665,-13.76996,-34.50638,44.45786,-13.97487,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.47928,Far,-28.721,44.641,-5.5209,7.796594,2.825256,-34.71068,44.87288,-14.11656,-34.69419,44.37229,-13.78661,-34.50784,44.46812,-13.97645,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.47997,Far,-28.721,44.641,-5.5209,7.925361,2.829597,-34.7076,44.87266,-14.11955,-34.69436,44.37183,-13.79222,-34.50837,44.47125,-13.97511,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.48166,Far,-28.721,44.641,-5.5209,8.1051,2.836011,-34.70367,44.87255,-14.12435,-34.69258,44.3719,-13.79713,-34.51392,44.46987,-13.9756,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.30625,Far,-28.721,44.641,-5.5209,8.262862,3.046868,-34.51048,44.87476,-14.04416,-34.49999,44.3575,-13.72346,-34.3254,44.46222,-13.89588,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.991182,Far,-28.721,44.641,-5.5209,8.421693,3.380685,-34.26928,44.87213,-13.82674,-34.26064,44.34426,-13.51535,-34.08143,44.45533,-13.67645,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.713303,Far,-28.721,44.641,-5.5209,8.577162,3.705944,-34.25185,44.87078,-13.50245,-34.24706,44.34118,-13.19028,-34.06785,44.45822,-13.34877,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.383896,Far,-28.721,44.641,-5.5209,8.73038,4.073493,-34.19181,44.86855,-13.14166,-34.18911,44.33797,-12.8265,-34.01325,44.45972,-12.98271,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.129177,Far,-28.721,44.641,-5.5209,8.892169,4.337314,-34.09127,44.86571,-12.90003,-34.09231,44.33301,-12.58404,-33.91814,44.46101,-12.73575,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.130459,Far,-28.721,44.641,-5.5209,9.057381,4.343885,-34.08694,44.86472,-12.90479,-34.09425,44.3266,-12.58849,-33.91678,44.46175,-12.73542,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.133001,Far,-28.721,44.641,-5.5209,9.220184,4.348359,-34.08587,44.86343,-12.90875,-34.09856,44.32204,-12.59033,-33.91318,44.47763,-12.73387,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.138561,Far,-28.721,44.641,-5.5209,9.391085,4.354493,-34.08963,44.86414,-12.91287,-34.10197,44.32127,-12.59184,-33.91773,44.49992,-12.72734,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.135489,Far,-28.721,44.641,-5.5209,9.526374,4.376878,-34.09968,44.88,-12.90127,-34.10452,44.31569,-12.59494,-33.9241,44.50066,-12.72622,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.135653,Far,-28.721,44.641,-5.5209,9.670421,4.4038,-34.11819,44.89329,-12.8875,-34.11487,44.27967,-12.60362,-33.92778,44.45995,-12.737,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.136518,Far,-28.721,44.641,-5.5209,9.838397,4.422291,-34.1323,44.9003,-12.87798,-34.14081,44.21092,-12.6272,-33.94077,44.41144,-12.75548,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.139524,Far,-28.721,44.641,-5.5209,10.00451,4.432805,-34.1414,44.90447,-12.87486,-34.1773,44.13202,-12.65983,-33.95478,44.40127,-12.7575,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.913724,Far,-28.721,44.641,-5.5209,10.13963,4.710543,-33.88202,44.90464,-12.78374,-33.95171,44.0834,-12.59511,-33.69894,44.40407,-12.66453,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.654927,Far,-28.721,44.641,-5.5209,10.27428,5.035369,-33.57327,44.90394,-12.68289,-33.66613,44.06696,-12.50661,-33.39775,44.40403,-12.56146,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.410359,Far,-28.721,44.641,-5.5209,10.39946,5.365944,-33.25315,44.90412,-12.60077,-33.35148,44.06401,-12.42523,-33.08195,44.40209,-12.47552,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.162265,Far,-28.721,44.641,-5.5209,10.5415,5.692032,-32.9453,44.90522,-12.50001,-33.03551,44.06544,-12.32205,-32.77524,44.40374,-12.37401,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.871477,Far,-28.721,44.641,-5.5209,10.67119,5.990179,-32.74327,44.90586,-12.28192,-32.82317,44.06802,-12.10353,-32.5747,44.40533,-12.16004,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.564234,Far,-28.721,44.641,-5.5209,10.80161,6.301554,-32.61804,44.90565,-11.99861,-32.68831,44.06771,-11.82685,-32.4474,44.40192,-11.88148,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.333384,Far,-28.721,44.641,-5.5209,10.93818,6.593564,-32.64471,44.90461,-11.71069,-32.70574,44.06547,-11.54861,-32.46847,44.39772,-11.59822,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.198693,Far,-28.721,44.641,-5.5209,11.07587,6.870564,-32.77184,44.90366,-11.46589,-32.83409,44.06833,-11.29841,-32.59905,44.39472,-11.35152,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.134718,Far,-28.721,44.641,-5.5209,11.19944,7.14286,-32.95065,44.90398,-11.26068,-33.01883,44.07119,-11.08383,-32.79749,44.391,-11.13826,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.092451,Far,-28.721,44.641,-5.5209,11.33514,7.400916,-33.12714,44.90452,-11.07242,-33.19399,44.07197,-10.89792,-32.98469,44.39389,-10.93872,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.04546,Far,-28.721,44.641,-5.5209,11.48339,7.654984,-33.28997,44.90498,-10.87752,-33.37029,44.06817,-10.70802,-33.15559,44.40087,-10.73457,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.954391,Far,-28.721,44.641,-5.5209,11.6291,7.956141,-33.44347,44.90667,-10.61907,-33.54067,44.06015,-10.46217,-33.31586,44.40659,-10.47229,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.820758,Far,-28.721,44.641,-5.5209,11.76295,8.228199,-33.52116,44.90805,-10.35927,-33.63253,44.05408,-10.20557,-33.39525,44.40749,-10.21176,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.600579,Far,-28.721,44.641,-5.5209,11.89531,8.509422,-33.48407,44.90763,-10.08266,-33.59808,44.05263,-9.926536,-33.35609,44.40851,-9.937913,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.340363,Far,-28.721,44.641,-5.5209,12.02987,8.806136,-33.39122,44.90792,-9.800858,-33.49637,44.05601,-9.637161,-33.26014,44.41017,-9.659251,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.089095,Far,-28.721,44.641,-5.5209,12.16488,9.095709,-33.29955,44.90882,-9.526181,-33.39165,44.06049,-9.355084,-33.16787,44.41052,-9.385555,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.841644,Far,-28.721,44.641,-5.5209,12.29781,9.384247,-33.20716,44.90904,-9.252834,-33.292,44.06287,-9.078872,-33.07405,44.41115,-9.111778,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.593418,Far,-28.721,44.641,-5.5209,12.43334,9.681467,-33.11637,44.90922,-8.969828,-33.20354,44.06133,-8.797375,-32.98301,44.41132,-8.828252,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.361696,Far,-28.721,44.641,-5.5209,12.56758,9.973899,-33.03915,44.90955,-8.687799,-33.13472,44.05869,-8.519305,-32.90489,44.40962,-8.546513,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.142756,Far,-28.721,44.641,-5.5209,12.68758,10.26196,-32.96796,44.90941,-8.408678,-33.07038,44.05586,-8.244119,-32.83364,44.40782,-8.268105,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.913187,Far,-28.721,44.641,-5.5209,12.82664,10.57254,-32.8891,44.90907,-8.10828,-32.99409,44.05511,-7.945668,-32.75365,44.40616,-7.968973,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.707598,Far,-28.721,44.641,-5.5209,12.957,10.85889,-32.81344,44.90889,-7.832098,-32.9178,44.05588,-7.668645,-32.67602,44.40668,-7.694,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.504017,Far,-28.721,44.641,-5.5209,13.0858,11.15113,-32.73251,44.90836,-7.5513,-32.83501,44.05674,-7.384418,-32.59359,44.40719,-7.414009,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.291572,Far,-28.721,44.641,-5.5209,13.22121,11.4688,-32.64094,44.90899,-7.24712,-32.74193,44.05823,-7.077607,-32.49953,44.40678,-7.110508,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.088642,Far,-28.721,44.641,-5.5209,13.35477,11.78781,-32.54505,44.90873,-6.942863,-32.64846,44.06022,-6.76953,-32.40285,44.40751,-6.806664,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.895597,Far,-28.721,44.641,-5.5209,13.49098,12.11113,-32.4441,44.90828,-6.63571,-32.55275,44.07172,-6.448514,-32.30137,44.40777,-6.500215,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.725315,Far,-28.721,44.641,-5.5209,13.62417,12.42026,-32.34463,44.90819,-6.343022,-32.463,44.08256,-6.136381,-32.20141,44.40724,-6.208506,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.580061,Far,-28.721,44.641,-5.5209,13.74825,12.7058,-32.24777,44.90992,-6.074436,-32.35835,44.09515,-5.858394,-32.10529,44.40761,-5.942436,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.438721,Far,-28.721,44.641,-5.5209,13.86502,12.99314,-32.13719,44.90801,-5.809301,-32.22976,44.10843,-5.587668,-31.99166,44.4073,-5.68373,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.284055,Far,-28.721,44.641,-5.5209,14.00531,13.30307,-31.99424,44.90692,-5.534513,-32.07151,44.11152,-5.305233,-31.83424,44.40786,-5.421861,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.085879,Far,-28.721,44.641,-5.5209,14.18045,13.66756,-31.78268,44.90359,-5.23843,-31.85257,44.10691,-5.013176,-31.60709,44.40891,-5.153728,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.873969,Medium,-28.721,44.641,-5.5209,14.30895,14.04252,-31.52826,44.90252,-4.963578,-31.59272,44.09184,-4.750777,-31.33735,44.41079,-4.915522,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.625962,Medium,-28.721,44.641,-5.5209,14.47523,14.44232,-31.20939,44.90218,-4.72378,-31.26011,44.06774,-4.530332,-31.00733,44.41034,-4.718703,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.347472,Medium,-28.721,44.641,-5.5209,14.65132,14.84013,-30.84777,44.89742,-4.560838,-30.88164,44.05727,-4.367833,-30.65111,44.41087,-4.600933,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,2.060887,Medium,-28.721,44.641,-5.5209,14.79115,15.20037,-30.49348,44.89436,-4.500421,-30.50204,44.05505,-4.288908,-30.29606,44.4142,-4.563496,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.793117,Medium,-28.721,44.641,-5.5209,14.9397,15.51284,-30.18175,44.89938,-4.513561,-30.16034,44.05753,-4.280962,-29.9787,44.41706,-4.582378,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.468373,Close,-28.721,44.641,-5.5209,15.07751,15.88708,-29.81316,44.89997,-4.574195,-29.76647,44.05943,-4.352617,-29.60584,44.43087,-4.645396,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.472063,Close,-28.721,44.641,-5.5209,15.24198,15.90195,-29.82496,44.90072,-4.582393,-29.75093,44.05778,-4.390302,-29.61529,44.43477,-4.669482,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.479277,Close,-28.721,44.641,-5.5209,15.37652,15.91108,-29.83293,44.90468,-4.581563,-29.74211,44.05828,-4.3975,-29.62274,44.43515,-4.681498,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.48415,Close,-28.721,44.641,-5.5209,15.54084,15.91932,-29.8394,44.9091,-4.582815,-29.73648,44.05623,-4.385177,-29.62753,44.43813,-4.68811,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.485148,Close,-28.721,44.641,-5.5209,15.68076,15.92773,-29.8455,44.90931,-4.588602,-29.73724,44.05391,-4.37347,-29.62896,44.4434,-4.693535,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.487626,Close,-28.721,44.641,-5.5209,15.84258,15.94057,-29.85532,44.91002,-4.596785,-29.7463,44.05053,-4.368955,-29.62985,44.44946,-4.69032,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.494356,Close,-28.721,44.641,-5.5209,16.01186,15.966,-29.87577,44.91115,-4.611715,-29.752,44.04641,-4.367715,-29.63959,44.47368,-4.705161,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.502586,Medium,-28.721,44.641,-5.5209,16.14355,15.98145,-29.8903,44.90959,-4.616264,-29.74887,44.04432,-4.369494,-29.64421,44.48216,-4.713157,0,0,0
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,1.506544,Medium,-28.721,44.641,-5.5209,16.27547,15.98722,-29.89347,44.90785,-4.613276,-29.74296,44.0428,-4.373618,-29.64811,44.48074,-4.71471,0,0,0
