PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,TaskNumber,ActiveTask,CurrentLeverValue,CurrentTargetLeverNumber,LeverDifference,DistanceToCurrentIndicatorCube,ProximityToCurrentIndicatorCube,CurrentTargetCubeIndicator.x,CurrentTargetCubeIndicator.y,CurrentTargetCubeIndicator.z,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportPositionStep.x,TeleportPositionStep.y,TeleportPositionStep.z
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.453629,Far,-23.471,31.951,-9.703745,387.6842,626.5634,-24.73681,37.24557,-9.376163,-24.69972,36.3935,-9.090069,-24.81469,36.52329,-9.612362,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.46348,Far,-23.471,31.951,-9.703745,387.83,626.5806,-24.73242,37.25596,-9.363382,-24.70104,36.40216,-9.106331,-24.75646,36.53046,-9.605896,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.473373,Far,-23.471,31.951,-9.703745,387.9866,626.5972,-24.72992,37.2659,-9.350432,-24.69869,36.40914,-9.117661,-24.68979,36.54134,-9.565273,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.483116,Far,-23.471,31.951,-9.703745,388.1471,626.6119,-24.72806,37.27565,-9.339744,-24.70004,36.41008,-9.106117,-24.61308,36.57735,-9.540551,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.487278,Far,-23.471,31.951,-9.703745,388.298,626.6198,-24.72687,37.27979,-9.33358,-24.69685,36.41262,-9.081899,-24.54464,36.63239,-9.52677,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.485794,Far,-23.471,31.951,-9.703745,388.4351,626.6232,-24.72604,37.27826,-9.330713,-24.69499,36.41389,-9.069799,-24.51627,36.65076,-9.520976,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.484772,Far,-23.471,31.951,-9.703745,388.6016,626.6264,-24.72365,37.27773,-9.330227,-24.69587,36.41205,-9.066335,-24.50916,36.65189,-9.515481,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.481454,Far,-23.471,31.951,-9.703745,388.7353,626.6314,-24.72017,37.27531,-9.332679,-24.69444,36.41081,-9.067926,-24.51518,36.64728,-9.517951,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.475476,Far,-23.471,31.951,-9.703745,388.8697,626.6396,-24.71583,37.27051,-9.337591,-24.69082,36.41075,-9.068461,-24.53629,36.64116,-9.513749,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.471481,Far,-23.471,31.951,-9.703745,389.0076,626.646,-24.7113,37.26768,-9.340891,-24.69151,36.40756,-9.07247,-24.58783,36.60544,-9.503778,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,5.466313,Far,-23.471,31.951,-9.703745,389.1395,626.6547,-24.70984,37.26318,-9.347977,-24.69239,36.40348,-9.079552,-24.66734,36.53737,-9.504239,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.07145,Far,-23.471,31.951,-9.703745,389.2699,639.0502,-13.40473,32.23124,-9.86408,-13.37746,31.37137,-9.59668,-13.42665,31.46554,-10.00883,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.06505,Far,-23.471,31.951,-9.703745,389.4007,639.0637,-13.41126,32.2291,-9.875726,-13.36287,31.37073,-9.609901,-13.45229,31.45712,-10.01083,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.0534,Far,-23.471,31.951,-9.703745,389.5331,639.0807,-13.42305,32.22624,-9.88758,-13.34776,31.37071,-9.626336,-13.45308,31.46073,-10.01713,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.04268,Far,-23.471,31.951,-9.703745,389.6666,639.0939,-13.43386,32.22458,-9.894309,-13.33598,31.36789,-9.640274,-13.45227,31.47011,-10.02846,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.03335,Far,-23.471,31.951,-9.703745,389.799,639.1083,-13.44353,32.23203,-9.90098,-13.32402,31.36682,-9.655482,-13.46023,31.48264,-10.04732,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,10.00825,Far,-23.471,31.951,-9.703745,389.9332,639.1427,-13.46927,32.23895,-9.921813,-13.31263,31.36308,-9.67415,-13.50924,31.51372,-10.10855,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.971704,Far,-23.471,31.951,-9.703745,390.067,639.1818,-13.50612,32.23887,-9.934247,-13.31416,31.34791,-9.697935,-13.61267,31.5585,-10.15814,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.93401,Far,-23.471,31.951,-9.703745,390.2032,639.2205,-13.54409,32.24295,-9.940015,-13.30843,31.34641,-9.734537,-13.70298,31.61026,-10.17712,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.900395,Far,-23.471,31.951,-9.703745,390.3384,639.2566,-13.57816,32.24967,-9.949448,-13.2878,31.35238,-9.787927,-13.77838,31.65068,-10.18256,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.875113,Far,-23.471,31.951,-9.703745,390.4734,639.2863,-13.60398,32.25556,-9.962722,-13.27677,31.36788,-9.85602,-13.8336,31.68574,-10.18519,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.857348,Far,-23.471,31.951,-9.703745,390.608,639.3116,-13.62238,32.26208,-9.978148,-13.27574,31.38421,-9.923048,-13.85827,31.70385,-10.19859,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.849722,Far,-23.471,31.951,-9.703745,390.7304,639.3234,-13.63037,32.26826,-9.983559,-13.28706,31.40023,-9.970521,-13.86124,31.71469,-10.21158,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.84695,Far,-23.471,31.951,-9.703745,390.8521,639.3304,-13.63293,32.26604,-9.978531,-13.29786,31.40692,-9.997059,-13.85777,31.72308,-10.22787,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.850266,Far,-23.471,31.951,-9.703745,390.9843,639.3425,-13.62938,32.26804,-9.967875,-13.28601,31.39794,-9.999774,-13.83142,31.73882,-10.26959,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.858552,Far,-23.471,31.951,-9.703745,391.1191,639.3527,-13.62113,32.27216,-9.96454,-13.267,31.40061,-9.995371,-13.81365,31.76772,-10.31546,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.865508,Far,-23.471,31.951,-9.703745,391.2562,639.3604,-13.61419,32.27432,-9.962752,-13.25497,31.39863,-9.973755,-13.79115,31.79582,-10.35589,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.868255,Far,-23.471,31.951,-9.703745,391.3862,639.3657,-13.61135,32.27478,-9.958556,-13.25221,31.38978,-9.940184,-13.76428,31.81384,-10.39918,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.870549,Far,-23.471,31.951,-9.703745,391.5114,639.3698,-13.60903,32.27594,-9.955996,-13.24769,31.38642,-9.910464,-13.74622,31.84671,-10.43175,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.876289,Far,-23.471,31.951,-9.703745,391.6403,639.3768,-13.60333,32.27484,-9.959403,-13.24289,31.38502,-9.891109,-13.74111,31.87728,-10.44757,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.882675,Far,-23.471,31.951,-9.703745,391.7561,639.3848,-13.59703,32.27372,-9.9643,-13.23893,31.38568,-9.882274,-13.73761,31.89562,-10.45183,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.885293,Far,-23.471,31.951,-9.703745,391.8882,639.3885,-13.59441,32.27231,-9.965835,-13.23358,31.38652,-9.882338,-13.7258,31.90506,-10.4568,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.882915,Far,-23.471,31.951,-9.703745,392.0235,639.3918,-13.59673,32.27079,-9.965436,-13.22259,31.39166,-9.892585,-13.71545,31.92776,-10.46383,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.880632,Far,-23.471,31.951,-9.703745,392.1573,639.3943,-13.599,32.27014,-9.965848,-13.21433,31.39648,-9.903645,-13.68297,31.97607,-10.46786,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.8792,Far,-23.471,31.951,-9.703745,392.2921,639.3975,-13.6004,32.26901,-9.965695,-13.21395,31.39684,-9.914061,-13.62679,31.99005,-10.46773,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.883083,Far,-23.471,31.951,-9.703745,392.4167,639.4023,-13.59646,32.26912,-9.963855,-13.21473,31.39974,-9.924749,-13.6104,31.99481,-10.46766,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.88822,Far,-23.471,31.951,-9.703745,392.5346,639.408,-13.59141,32.27137,-9.964553,-13.21367,31.4039,-9.924294,-13.62307,31.98711,-10.46597,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.888485,Far,-23.471,31.951,-9.703745,392.6603,639.4111,-13.59113,32.26949,-9.965992,-13.21228,31.39582,-9.905238,-13.6262,31.98525,-10.46551,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.889844,Far,-23.471,31.951,-9.703745,392.7859,639.4141,-13.58975,32.26878,-9.966251,-13.21289,31.38977,-9.885954,-13.62235,31.98189,-10.46494,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.899119,Far,-23.471,31.951,-9.703745,392.92,639.4237,-13.58054,32.2688,-9.968871,-13.20882,31.39183,-9.881413,-13.61591,31.97191,-10.46647,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,9.906942,Far,-23.471,31.951,-9.703745,393.0527,639.4316,-13.57273,32.26899,-9.969429,-13.20899,31.3958,-9.879238,-13.60525,31.96443,-10.46554,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.178868,Far,-23.471,31.951,-9.703745,393.1831,646.0647,-18.26868,32.26912,-14.64042,-17.9115,31.39261,-14.54275,-18.30209,31.95086,-15.13373,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.178571,Far,-23.471,31.951,-9.703745,393.3045,646.0685,-18.26656,32.26784,-14.63784,-17.91377,31.38812,-14.5349,-18.30606,31.93519,-15.1278,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.178852,Far,-23.471,31.951,-9.703745,393.4278,646.0724,-18.26388,32.26684,-14.63549,-17.91519,31.38563,-14.5308,-18.31026,31.92904,-15.11998,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.191144,Far,-23.471,31.951,-9.703745,393.5396,646.0876,-18.24886,32.26666,-14.63752,-17.9148,31.3837,-14.53362,-18.27469,31.92102,-15.10806,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.219622,Far,-23.471,31.951,-9.703745,393.6567,646.1226,-18.21448,32.26616,-14.64264,-17.91423,31.39028,-14.53851,-18.19175,31.84891,-15.06588,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.265382,Far,-23.471,31.951,-9.703745,393.7791,646.1874,-18.1499,32.26295,-14.64079,-17.91127,31.40291,-14.52863,-18.07561,31.66214,-14.979,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.302145,Far,-23.471,31.951,-9.703745,393.901,646.2737,-18.07043,32.25503,-14.60912,-17.91205,31.39871,-14.4849,-18.00126,31.51492,-14.84043,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.306828,Far,-23.471,31.951,-9.703745,394.0508,646.3701,-18.00324,32.25511,-14.54118,-17.91004,31.39289,-14.38797,-17.93272,31.44977,-14.73289,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.285721,Far,-23.471,31.951,-9.703745,394.1936,646.4448,-17.97235,32.25054,-14.47416,-17.92092,31.41314,-14.27243,-17.88077,31.42233,-14.63875,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.253269,Far,-23.471,31.951,-9.703745,394.3549,646.4858,-17.98312,32.24735,-14.43716,-18.02269,31.44194,-14.1775,-17.86133,31.39555,-14.57209,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.234533,Far,-23.471,31.951,-9.703745,394.495,646.5135,-18.00835,32.25576,-14.43714,-18.16039,31.45711,-14.19137,-17.85637,31.38464,-14.54199,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.217432,Far,-23.471,31.951,-9.703745,394.6425,646.5506,-18.04232,32.25105,-14.4504,-18.29081,31.43896,-14.33178,-17.83964,31.36345,-14.51095,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.199914,Far,-23.471,31.951,-9.703745,394.7766,646.6113,-18.09353,32.25888,-14.48149,-18.35529,31.42723,-14.49974,-17.86433,31.3496,-14.4659,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.192795,Far,-23.471,31.951,-9.703745,394.9109,646.6855,-18.14811,32.26734,-14.53106,-18.38113,31.41125,-14.6471,-17.96735,31.38034,-14.38474,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.189191,Far,-23.471,31.951,-9.703745,395.0468,646.7581,-18.19963,32.26825,-14.5819,-18.38608,31.38595,-14.74835,-18.164,31.46172,-14.29934,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.182648,Far,-23.471,31.951,-9.703745,395.1802,646.8193,-18.24585,32.27241,-14.62156,-18.40678,31.37939,-14.76783,-18.37482,31.59677,-14.2463,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.17906,Far,-23.471,31.951,-9.703745,395.3385,646.8828,-18.29189,32.26963,-14.66502,-18.45322,31.37359,-14.76714,-18.53664,31.71838,-14.24795,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.176966,Far,-23.471,31.951,-9.703745,395.4602,646.9128,-18.31415,32.27034,-14.68509,-18.48395,31.37552,-14.77292,-18.59964,31.77809,-14.24632,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.174191,Far,-23.471,31.951,-9.703745,395.6059,646.9283,-18.3265,32.27354,-14.69364,-18.50903,31.37485,-14.79592,-18.63278,31.81108,-14.23515,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.17207,Far,-23.471,31.951,-9.703745,395.7219,646.9321,-18.32785,32.27386,-14.69197,-18.51515,31.37346,-14.81587,-18.64052,31.81654,-14.23512,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.173082,Far,-23.471,31.951,-9.703745,395.8566,646.9437,-18.31936,32.27396,-14.68465,-18.50959,31.37348,-14.82472,-18.63825,31.80927,-14.23638,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.175436,Far,-23.471,31.951,-9.703745,395.9935,646.9595,-18.307,32.27517,-14.67516,-18.49285,31.37602,-14.82034,-18.62807,31.80562,-14.22907,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.180716,Far,-23.471,31.951,-9.703745,396.1292,646.9728,-18.29494,32.27391,-14.67032,-18.47435,31.37637,-14.81547,-18.61367,31.80511,-14.2273,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.192442,Far,-23.471,31.951,-9.703745,396.2882,646.9871,-18.28128,32.27265,-14.6731,-18.46118,31.37843,-14.81756,-18.60059,31.79019,-14.23887,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.204186,Far,-23.471,31.951,-9.703745,396.4232,646.9991,-18.27146,32.27409,-14.67975,-18.45545,31.37959,-14.83086,-18.59766,31.79296,-14.24407,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.214602,Far,-23.471,31.951,-9.703745,396.5537,647.0096,-18.26379,32.27456,-14.68679,-18.45105,31.37802,-14.8475,-18.5955,31.79697,-14.25346,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.220861,Far,-23.471,31.951,-9.703745,396.6896,647.0161,-18.2601,32.27448,-14.692,-18.44608,31.37568,-14.85643,-18.59346,31.79972,-14.25755,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.224825,Far,-23.471,31.951,-9.703745,396.8212,647.0208,-18.25727,32.27264,-14.69491,-18.44007,31.37387,-14.85575,-18.58477,31.79678,-14.2591,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.22471,Far,-23.471,31.951,-9.703745,396.9555,647.0269,-18.25426,32.26838,-14.69187,-18.43462,31.37243,-14.84982,-18.56862,31.78725,-14.25506,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,7.222651,Far,-23.471,31.951,-9.703745,397.0877,647.0372,-18.24969,32.26315,-14.68442,-18.43289,31.37214,-14.84534,-18.54698,31.77405,-14.24507,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.74447,Medium,-23.471,31.951,-9.703745,397.226,651.6656,-22.00706,32.25677,-12.00494,-22.1986,31.3708,-12.17579,-22.27739,31.75573,-11.56316,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.738303,Medium,-23.471,31.951,-9.703745,397.3625,651.6807,-21.99922,32.25167,-11.99324,-22.19861,31.36652,-12.17069,-22.23166,31.73026,-11.54709,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.73078,Medium,-23.471,31.951,-9.703745,397.5126,651.6964,-21.99509,32.24097,-11.98294,-22.20392,31.3644,-12.15212,-22.14583,31.66327,-11.54394,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.726473,Medium,-23.471,31.951,-9.703745,397.6442,651.705,-21.99301,32.23708,-11.97693,-22.20914,31.3607,-12.13561,-22.0506,31.58299,-11.56487,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.719701,Medium,-23.471,31.951,-9.703745,397.7778,651.713,-21.99383,32.23749,-11.96928,-22.20848,31.35667,-12.12036,-22.02025,31.55585,-11.58356,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.714689,Medium,-23.471,31.951,-9.703745,397.9143,651.7188,-21.99484,32.23647,-11.96405,-22.22035,31.36078,-12.10168,-22.02685,31.5585,-11.58763,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.712226,Medium,-23.471,31.951,-9.703745,398.0463,651.7216,-21.99692,32.23705,-11.96238,-22.23835,31.37089,-12.08493,-22.03195,31.56183,-11.5862,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.708982,Medium,-23.471,31.951,-9.703745,398.1817,651.726,-22,32.23926,-11.96021,-22.24422,31.37511,-12.08042,-22.0383,31.56317,-11.58251,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.708503,Medium,-23.471,31.951,-9.703745,398.3148,651.7324,-22.00223,32.24509,-11.96033,-22.23607,31.37051,-12.0905,-22.04357,31.55972,-11.58386,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,2.707027,Medium,-23.471,31.951,-9.703745,398.4717,651.7371,-22.00361,32.24263,-11.95979,-22.22023,31.36047,-12.10667,-22.04362,31.55142,-11.58792,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9291963,Close,-23.471,31.951,-9.703745,398.6063,653.5994,-22.79985,32.23688,-10.27928,-23.00475,31.35811,-10.4333,-22.83508,31.54527,-9.912539,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9273677,Close,-23.471,31.951,-9.703745,398.737,653.6023,-22.80062,32.23468,-10.27831,-23.00279,31.35847,-10.43126,-22.83417,31.54146,-9.913941,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9271927,Close,-23.471,31.951,-9.703745,398.8769,653.6054,-22.80133,32.2341,-10.27915,-23.00952,31.36227,-10.42558,-22.83537,31.54051,-9.915998,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9278288,Close,-23.471,31.951,-9.703745,399.0095,653.6127,-22.8057,32.23656,-10.28401,-23.01576,31.36636,-10.41951,-22.85986,31.54503,-9.946473,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.926241,Close,-23.471,31.951,-9.703745,399.1416,653.624,-22.81441,32.24025,-10.28953,-23.01399,31.36601,-10.41581,-22.92359,31.61138,-9.965721,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9278111,Close,-23.471,31.951,-9.703745,399.2748,653.6367,-22.82216,32.24463,-10.29841,-23.00607,31.36158,-10.41035,-22.98512,31.65635,-9.986421,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9222524,Close,-23.471,31.951,-9.703745,399.4122,653.6509,-22.83467,32.24513,-10.30301,-23.00926,31.37079,-10.40412,-23.03787,31.68865,-9.986008,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.9078698,Close,-23.471,31.951,-9.703745,399.5427,653.6719,-22.85196,32.23354,-10.30474,-23.01376,31.37456,-10.41821,-23.06425,31.72665,-9.950949,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.8956533,Close,-23.471,31.951,-9.703745,399.6805,653.6866,-22.86494,32.23087,-10.30087,-23.0124,31.36331,-10.46518,-23.09163,31.74733,-9.918406,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.882565,Close,-23.471,31.951,-9.703745,399.8101,653.7017,-22.87134,32.2312,-10.28754,-23.00557,31.35349,-10.51207,-23.11406,31.75431,-9.885886,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.8614705,Close,-23.471,31.951,-9.703745,399.9469,653.728,-22.87853,32.23229,-10.2623,-23.01575,31.36071,-10.53312,-23.12902,31.73919,-9.844567,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5,0.35,0.15,0.8423806,Close,-23.471,31.951,-9.703745,400.0734,653.7549,-22.88272,32.23462,-10.2358,-23.02592,31.37491,-10.52708,-23.14023,31.72007,-9.808458,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.501758,0.35,0.151758,0.8200241,Close,-23.471,31.951,-9.703745,400.2159,653.7866,-22.88639,32.23383,-10.20442,-23.0413,31.3865,-10.50083,-23.14702,31.71776,-9.79699,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.5669887,0.35,0.2169887,0.8114356,Close,-23.471,31.951,-9.703745,400.3314,653.8011,-22.88603,32.23354,-10.18996,-23.05085,31.39011,-10.47299,-23.15685,31.74018,-9.801571,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.6367787,0.35,0.2867787,0.8107586,Close,-23.471,31.951,-9.703745,400.4596,653.8102,-22.88374,32.23838,-10.18318,-23.06904,31.39811,-10.44816,-23.15995,31.76418,-9.802547,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7020842,0.35,0.3520842,0.8078093,Close,-23.471,31.951,-9.703745,400.5923,653.8155,-22.88696,32.24094,-10.1806,-23.08208,31.3975,-10.43519,-23.15683,31.78455,-9.799812,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7965368,Close,-23.471,31.951,-9.703745,400.726,653.8304,-22.8988,32.2453,-10.17326,-23.0824,31.39162,-10.43106,-23.15273,31.76377,-9.834517,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7793926,Close,-23.471,31.951,-9.703745,400.8589,653.8488,-22.91354,32.23614,-10.16785,-23.07494,31.38176,-10.42287,-23.11952,31.65393,-9.932796,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7743143,Close,-23.471,31.951,-9.703745,400.9953,653.8655,-22.9279,32.23952,-10.17423,-23.0741,31.37535,-10.4049,-22.99313,31.50161,-9.983867,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7753257,Close,-23.471,31.951,-9.703745,401.117,653.8896,-22.94355,32.24086,-10.19252,-23.09278,31.36444,-10.38934,-22.83644,31.41078,-10.01502,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7838719,Close,-23.471,31.951,-9.703745,401.2545,653.9429,-22.97633,32.24945,-10.23354,-23.13383,31.36079,-10.36106,-22.68905,31.36452,-10.08448,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7885904,Close,-23.471,31.951,-9.703745,401.3864,654.0014,-23.01937,32.26043,-10.27133,-23.18649,31.36108,-10.32992,-22.68827,31.39568,-10.12913,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.786562,Close,-23.471,31.951,-9.703745,401.5166,654.0562,-23.06458,32.26044,-10.30186,-23.22875,31.35758,-10.30392,-22.72618,31.41993,-10.16486,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7781361,Close,-23.471,31.951,-9.703745,401.644,654.1175,-23.11698,32.24675,-10.3304,-23.24422,31.3405,-10.29391,-22.74912,31.43719,-10.18622,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7704988,Close,-23.471,31.951,-9.703745,401.7744,654.1677,-23.15988,32.23057,-10.35082,-23.22967,31.31038,-10.3078,-22.72715,31.45315,-10.20351,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7681863,Close,-23.471,31.951,-9.703745,401.9111,654.2019,-23.18705,32.21671,-10.36623,-23.20365,31.28181,-10.34041,-22.73198,31.47104,-10.20531,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7653084,Close,-23.471,31.951,-9.703745,402.045,654.2166,-23.1924,32.21751,-10.36484,-23.17643,31.26537,-10.37941,-22.75148,31.47733,-10.20049,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7614391,Close,-23.471,31.951,-9.703745,402.1809,654.2704,-23.14906,32.22914,-10.33524,-23.16077,31.26728,-10.4059,-22.76719,31.48742,-10.1748,0,0,0
Teleport,Complexity,Teleport,4,Task4,0.7022572,0.35,0.3522572,0.7857468,Close,-23.471,31.951,-9.703745,402.3132,654.3704,-23.05519,32.23952,-10.3048,-23.16297,31.27176,-10.41511,-22.76702,31.49206,-10.15138,0,0,0
